pair_id,condition,similarity_score,match_quality,zero_shot_output,grounded_output,zero_factual,grounded_factual,zero_hallucination,grounded_hallucination,factual_gain,halluc_reduction
P01262,hand_lump,0.5646,high,"Arre bhai, tumhare description aur image se lagta hai ki ye tumhare paas Lipoma ho sakte hain. Ye ek aisa fatty tissue hai jo aapke shareer mein develop ho sakta hai. Ye generally harmless hota hai aur koi pain nahin deta. Lekin, agar ye bahut bada ho gaya hai to iska ilaaj karwana zaroori ho sakta hai. Main tumhe doctor se milwane ke liye kahaunga, woh aapko vishesh jankari dega.","Arre bhai, maine aapka case dekh liya hai. Aapke paas left forearm mein ek firme mass hai, jiska size 5.5x4x2 cm hai. Iska MRI report bhi aaya hai, jismein mass ki uniform hyperintensities dikhai gayi hain. Biopsy report bhi aaya hai, jismein small round cell tumor ka presence hai. Ye kuchh chinta ki baat hai, Doctor keh rahe hain ki iski koi chinta nahi hai, lekin humein iska behtar treatment dena hoga.",1.0,1.0,0.0,0.0,0.0,0.0
P01265,hand_lump,0.5181,high,"Bhai, aapke symptoms bahut interesting hain. Main aapko yeh batana chahta hoon ki yeh symptoms muscle cramps, spasms, aur swelling ka sambandhit ho sakte hain. Yeh kuchh times exercise ki nayi routine ke karan ho sakta hai, jaise ki aapne kaha ki aap nayi exercise kar rahe hain. 

Lekin, yeh diabetes ka sign nahi hai. Diabetes ke symptoms mein blood sugar ki kami ya jyada, excessive thirst, aur fatigue shamil hote hain. Aapke symptoms bahut alag hain. Main aapko ek doctor se milne ke liye kahaunga, woh aapke symptoms ko dekhkar aapko proper diagnosis aur treatment provide karega.","Arre bhai, maine aapki baat suni hai. Aapke symptoms, jaise muscles mein knots, zyada dabav, swelling, aur itching, yeh ulnar nerve lesion ke karan ho sakte hain. Yeh symptoms aapke case mein ulnar nerve lesion ke karan ho sakte hain, kyonki aapke symptoms ulnar nerve lesion ke saath jude huye hain. Lekin, maine aapke diabetes ke baare mein kuch nahin dekha hai. Aapka age 34 hai, isliye diabetes ke liye aapko koi risk factor nahin hai. Lekin, aapka zyada peena aur binge night ke baad irritation, yeh aapke diabetes ke liye kuch indication ho sakta hai. Main aapko ek doctor se milne ke liye kahaunga, woh aapke symptoms aur diabetes ke liye check kar sakta hai.",1.0,0.6666666666666666,0.0,0.3333333333333333,-0.3333333333333333,-0.3333333333333333
P01267,foot_swelling,0.5682,high,"Arre bhai, main aapko yeh batata hoon ki heart stents lagane ke baad, patient ko leg mein sujan hone ka koi risa nahi hai, lekin yeh kuchh normal hai. Lekin agar woh right ankle aur foot mein bahut sujan kar rahi hai, to humein blood clot ya dard ka koi risa nahi hone chahiye. Humein yeh dekhna hoga ki kya woh groyin area mein koi dard hai ya blood flow normal hai ya nahi. Hum ek doctor se baat karenge aur test karwaen, jaise ki Doppler ya X-ray, aur phir hi humein pata chalega ki kya ho raha hai.","Arre bhai, maine dekha hai ki patient ki left knee ke posterior aspect par focal swelling hai, jisse unhe left calf me thoda edema aur weakness bhi ho raha hai. MRI examination ke dauraan ek subcutaneous soft-tissue lesion dikhaya gaya hai, jo ek tangle of vessels se bana hua hai. Ye venous angioma ki sambhavna hai, jiska diagnosis do radiologists ne consensus se kiya hai. Main aapko confirm kar sakta hoon ki patient ki left calf me thoda edema hai, lekin main koi blood clot ki sambhavna nahin confirm kar sakta.",0.25,1.0,0.0,0.0,0.75,0.0
P01268,skin_rash,0.4551,medium,"Dost, aapke symptoms bahut interesting hain. Main samajh sakta hoon ki aapko chote chote katte hain jo machar ke katne jaise lagte hain, lekin machar nahi hain aas paas. Ye symptoms kuchh skin conditions jaise bed bugs, mosquito bites, ya kuchh dermatitis ke karan ho sakte hain. Main aapko ek dermatologist se milne ki suggestion karta hoon, jisse unhone aapke symptoms ko aur vistarit karke aapko behtar treatment diya ja sake.","Bhai, mujhe lagta hai ki aapke symptoms kuchh iske liye ho sakte hain. Aapke paas chote chote katte ho rahe hain, jo machar ke katne jaise lagte hain, lekin machar nahi hain. Ye kuch minutes ke andar ubhar aate hain aur aapko itching hoti hai. Ye baar baar ho raha hai. 

Aapke symptoms aur clinical signs ke hisaab se, mujhe lagta hai ki aapke paas native valve infective endocarditis hai, jo aapke aortic valve, thoracic aur lumbar areas, left chest wall, left testicle, lungs, spine aur pelvis mein ho sakta hai. Ye infection aapke paas 3 mahine se ho sakti hai. 

Mujhe koi evidence nahi mila hai jo aapke symptoms se allergy ki wajah ko samjhaata hai. Lekin aapke paas koi allergy ki history nahi hai.",0.0,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333
P01270,hand_lump,0.6134,high,"Arre bhai, aapka description sunke lagta hai ki aapko koi lump ho gaya hai, jiska size ek nickel hai. Iska ek possible reason yeh ho sakta hai ki aapko ek cyst ho gaya hai ya koi small tumor. Lekin, aapka pain aur sore muscles ka description sunke, mujhe lagta hai ki ismein koi infection bhi ho sakti hai. Main aapko thoda relax karne aur doctor se meeting karne ki suggestion dunga.","Arre bhai, tumhare right wrist ke CT scan mein ek fracture hai, jismein volar ulnar corner of distal radius ka involvement hai. Iske liye, tumhein concern hona chahiye. Is lump ko dekhte hue, tumhare arm ki us jagah par tenderness aur muscles sore hai, jisse tumhare hath ki taraf pain ho rahi hai. Iska matlab hai ki tumhare wrist mechanics mein change ho sakta hai, jisse tumhare future mein problems ho sakti hai.",0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.0
P01273,neck_swelling,0.4807,medium,"Arre bhai, tumhare symptoms bahut hi ghatiya hain. Yeh ganth ya thakaan tumhare back mein ho sakti hai, lekin cancer ke liye ismein kuchh nahi hai. Aapko sir ghoomane par dard aur aage jhukne par dard, yeh sab kuchh back mein thakaan ke symptoms hain. Maine suna hai ki aapne garam kapde rakhne ki koshish ki hai, lekin yeh thakaan ko door karne mein madad nahi kar sakti. Main aapko ek doctor ke paas jana sujhata hoon, woh aapki madad karenge.","Arre bhai, main dekh raha hoon tere symptoms aur clinical signs. Tere paas necrotizing gingivitis aur stomatitis hai, jo left mandibular molar area, buccal mucosa, aur floor of the mouth mein hai. Yeh symptoms aur signs severe hain aur 6 months se hai. 

Mujhe lagta hai ki tumko medical attention ki taraf jana chahiye. Tere paas facial asymmetry, swelling of the left cheek, necrosis of the left mandible, exposed bone, missing right mandibular canine tooth, lymph node swelling in the submandibular regions, stomatitis, ill-defined bony destruction, aur floating teeth hai. 

Kuchh evidence ke anusar, doctor ne pahle se cancer jaise lymphoma ya multiple myeloma ka sankshep kiya tha. Lekin, abhi tak main confirm nahi kar sakta ki yeh cancer hai ya nahi. Tumko medical attention ki taraf jana chahiye aur doctor tumhare symptoms aur signs ko dekhkar treatment decide karega.",1.0,1.0,0.0,0.0,0.0,0.0
P01276,hand_lump,0.5694,high,"Bhai, aapki samasya bahut serious hai. Yeh ganth aur tingling hath ka shikar hone ka koi bhi karan cancer ho sakta hai, lekin ismein kuch aur bhi ho sakte hain. Aapko iska treatment karwane ke liye jaldi se jaldi apne PCP se milna chahiye. Cancer ki family history ke saath, aapko iska checkup karwane ke liye jaldi se jaldi apne doctor se milna chahiye.","Bhai, tumhare case mein Grade 1 chondrosarcoma ka diagnosis kiya gaya hai, jo ek prakaar ka cancer hai. Iska arth hai ki tumhare kandhe ke beech ki rid ki uparwale hisse mein ek ganth hai jo cancer se pahuncha hai. Isse tumhare hath mein tingling aur numbness ka anubhav ho sakta hai. 

Note: I did not confirm the tingling and numbness as symptoms directly related to the Grade 1 chondrosarcoma as the clinical evidence does not explicitly mention them. However, it is possible that they could be related to the tumor's impact on the surrounding tissues.",1.0,1.0,0.0,0.0,0.0,0.0
P01279,knee_swelling,0.5378,high,"Bhai, aapka sawal bahut achha hai. Ye lump aapke knee mein lateral meniscus tear ka karan ho sakta hai, lekin ismein acl stump bhi shamil ho sakta hai. Lateral meniscus tear ke karan aapko thoda dard ho sakta hai jab stairs se chalne mein, aur yeh lump bhi mehsus ho sakta hai. Lekin ismein acl stump ka karan bhi ho sakta hai, jisse bhi aapko dard aur lump mehsus ho sakta hai. 

Main aapko iske liye doctor se milne ki salah dunga, woh aapke knee ko dekhkar aur MRI reports ko dekhte hue aapke sawal ka jawab de payenge.","Bhai, maine dekha ki tumhare knee mein ACL complete midsubstance tear aur possible lateral meniscus tear hai. Lekin tumhare sawal mein kaha gaya hai ki tumhare knee mein koi buckling signs nahi hain. Isliye, main koi buckling ki wajah se lateral meniscus tear ka koi evidence nahi dekh sakta.

Lekin tumhare sawal mein kaha gaya hai ki tumhare knee ki lateral side par ek chota lump mehssoh raha hai. Ismein ACL stump ki sambhavna hai, kyunki tumhari ACL reconstructive surgery February 20 ko hogi. Lekin ismein koi confirmation nahi hai.",1.0,1.0,0.0,0.0,0.0,0.0
P01280,hand_lump,0.557,high,"Arre bhai, maine dekha hai ki tumhare underarm ke niche ek gaanth hai, jo bahut komal hai aur dard nahi hota. Yeh sambhav hai ki yeh ek benign tumor ho, jaise ki lipoma. Iske alawa, tumhare transplant ke kaaran, tumhe immunosuppressive medicine leni hogi, jo tumhe kuch anokhi symptoms dikhane mein madad karegi.

Maine dekha hai ki tumhare symptoms bahut kamjor hain, aur tumhare liver transplant ka 9 saal ho gaya hai. Lekin, C. Difficile Colitis ka diagnosis hua hai, jisse tumhe baar baar problems ho sakte hain. Main tumhe doctor se milne ke liye kahaunga, woh aapke symptoms aur transplant ke kaaran ke liye aapke liye behtar treatment decide kar sakte hain.","Bhai, aapka case bahut hi interesting hai. Aapka primary finding hai neurofibromas, jo aapke haathon mein paaye gaye hain. Neurofibromas aam taur par growing aur painful masses ke roop mein pehchane jaate hain. 

Aapke case mein, neurofibromas ka size 1x1 cm aur 3x0.7 cm hai. Pathology report bhi neurofibromas ke sath hi match karta hai. 

Mujhe aapke liver transplant ke baare mein pata chala hai, lekin iska neurofibromas se koi connection nahin hai. Aapke symptoms, jaise ki jalan aur khujli, aapke neurofibromas ke sath hi related ho sakte hain.",1.0,1.0,0.0,0.0,0.0,0.0
P01281,hand_lump,0.5194,high,"Arre bhai, aapki wajah se chinta mat karein. Ek hard hit karne se knuckle par lump ho sakta hai, yeh ek common cheez hai. Ismein dard ka ho sakta hai, lekin agar aap finger ko normal tarah se move kar sakti hain, to shayad koi bada problem nahin hai. Lekin agar dard badhne laga ya finger ka rang badalne laga, to phir doctor se milne ki zaroorat hai.","Arre bhai, tumhare symptoms aur physical examination ke dauran paaye gaye clinical signs ke anusaar, tumhare paas cubital tunnel syndrome hai. Yeh condition tumhare motorcycle posture aur ek small occult ganglion ke kaaran hai. Tumhare symptoms aur clinical signs, jaise ki numbness ring aur little finger aur ulnar side of the hand mein, decreased hand grip strength, aur medial side pain of the left elbow joint, cubital tunnel syndrome ka anumatr hai. 

Main tumhare peeshevar kaaran ke bare mein kuch nahi pata, lekin tumhare symptoms aur clinical signs ke anusaar, tumhari condition khud hi thik ho sakti hai. Lekin humein iska nirdharan aur niyantran ke liye doctor ke paas jaana hoga.",0.0,1.0,1.0,0.0,1.0,1.0
P01282,neck_swelling,0.4981,medium,"Arre beti, maine suna hai aapke paas kai gaanth hain. Ye bahut hi chintit baat hai. Aapki gaanthen bahut hi unusual hain, unmein se kuch pulsating bhi hain. Aapko ankylosing spondylitis ka diagnosis hua tha, lekin ye gaanthen aapke spinal cord se judi hui nahi hain. Main aapko ek specialist se milne ki salah deta hoon, jaise ki dermatologist ya oncologist. Unhein aapki gaanthen aur aapke symptoms dekhkar aapki diagnosis kar sakte hain.","Bilkul, main samajh gayi. Aapke paas ek gaanth hai jo aapki nabhi ke right side mein hai, lagbhag 1 inch lambi hai, aur do saal se hai. Ye bean shape ki hai, hil sakti hai, aur dard nahi hai. Lekin aapke left upper thigh mein bhi ek gaanth hai, aur aapke gale ke ek taraf bhi ek aisi hi gaanth hai. Aapko lagbhag ek hafte pahle hi notice hua hai ki mere gale mein kuch samasya hai. Mujhe hamesha se ek palpable aur pulsating gaanth hai meri upper neck mein jo aati jaati hai. Lekin main kuch bhi nahi pata ki aapke paas kya samasya hai, kyunki clinical evidence mein kuch bhi nahi hai jo is baat ka jawab de sake.",0.25,0.25,0.0,0.0,0.0,0.0
P01284,edema,0.5345,high,"Arre beta, main samajh sakta hoon ki aapko bahut anxiety ho rahi hai. Jab rib ke side par moveable lump develop hota hai, toh yeh breast cancer ke kuchh symptoms ho sakte hain. Lekin yeh bhi sambhav hai ki yeh lymph node ki problem ho, jo breast cancer ke saath jude hote hain. Main aapko shant karne ke liye kuchh baat karta hoon - aapko apne doctor ke paas jaana chahiye aur unke paas hi koi nishkarsh nahi hai, toh humein yeh sochne ki zarurat nahi hai.","Arre bhai, main samajh gaya ki tumhara ganglion cyst hai. Ye cysts generally bone ke neeche develop hote hain, jaise ki tumhare case mein fibula ke neeche hai. Yeh cysts peroneus longus tendon ke neeche develop hote hain. 

Main tumhare case ke liye differential diagnosis nahi de sakta, kyunki yeh evidence tumhare case ke liye hi hai. 

Management ke liye, tumhe apne doctor se consult karna chahiye. Vah tumhare case ke liye best treatment plan decide kar sakte hain.",0.3333333333333333,0.25,0.6666666666666666,0.0,-0.0833333333333333,0.6666666666666666
P01285,hand_lump,0.5331,high,"Arre, aapki samasya bahut interesting hai. Yeh ganth aapke right arm mein ek common problem hai, jise ""tennis elbow"" ya ""lateral epicondylitis"" kaha jata hai. Iska karan aapke swimming aur regular exercise ke kaaran ho sakta hai. Aapko thoda time dijiye aur apne symptoms par dhyan dena, main doctor se baat karke aapko aur sahi tareeke se treatment karne ka plan banane ka prayaas karoonga.","Arre, maine dekha hai ki aapke paas right hand mein hypothenar hammer syndrome (HHS) ka diagnosis hai. Iska matlab hai ki aapke ulnar artery mein thrombotic defect hai, jisse aapke hand mein pain, cold intolerance, aur abhi pins and needles ka anubhav ho raha hai. Aapke paas ulcer bhi hai right long fingertip par. Main aapko kahaunga ki aapko apne doctor se milne ki zaroorat hai, kyunki aapke symptoms bahut severe hain.",0.25,1.0,0.0,0.0,0.75,0.0
P01287,neck_swelling,0.4545,medium,"Bhai, main samajh gaya. Aapke symptoms bahut hi interesting hain. Aapke collar bone ke neeche swelling ya fluid jaise pockets hone ke liye kai karan ho sakte hain. Ek sambhav karan yeh hai ki aapke mastitis ke antibiotics ke karan side effect ho gaye hain, jisse aapke gale mein fluid collection ho gaya hai. Iske alawa, yeh bhi ho sakta hai ki aapke gale mein abscess ho gaya hai, jo ek type of infection hai. Hum iske liye ek doctor se milne ka plan banayenge.","Arre bhai, main aapki saari cheezein samajh gaya hoon. Lekin, yeh clinical evidence ke andar nahi hai, isliye main kuch bhi nahi confirm kar sakta. Aapka case bahut hi alag hai, jisme aapke gale ke niche swelling aur fluid pockets hai. Yeh koi specific diagnosis nahi hai, isliye main kuch bhi nahi bata sakta. Aapko apne doctor se milna chahiye, woh aapki cheezein dekhkar aur check-up karke aapko sahi jawab de payenge.",0.3333333333333333,1.0,0.6666666666666666,0.0,0.6666666666666667,0.6666666666666666
P01289,lip_swelling,0.4306,medium,"Bilkul, main samajh gaya. Assault ke baad aapke liye bahut mushkil hua hoga. Ek ajeeb sa gaanth hard hone ka matlab hai ki aapke liye ek scar ho sakta hai. Ye scars kaam karne mein lagbhag 6-12 mahine lage sakte hain, lekin yeh kaam karne ke baad aapke liye normal ho jaayega. 

Aapke liye ek halki si nishan bhi hai, yeh aapke lip par taaza skin aane ke baad dikhai dega. Aapko dermatologist se milna chahiye, woh aapke liye best treatment suggest kar sakte hain.","Beta, aapke symptoms aur clinical signs ke hisaab se, aapke mandibular dentoalveolar fracture ke liye treatment shuru kar diya gaya hai. Swelling ke baad, aapke lip par ek ajeeb sa gaanth hai, jo hard hai, iska karan dentoalveolar fracture ke karan hai. Aapke doctor ne aapko 3 dissolvable stitches lagaye hain. 

Aapke lip par halki si nishan hai, iska karan taaza skin upar nahi aane ka hai, jo ek normal process hai. 

Aapka lip normal ho jayega, lekin isme samay lag sakta hai.",0.25,0.6666666666666666,0.0,0.3333333333333333,0.4166666666666666,-0.3333333333333333
P01291,skin_irritation,0.4213,medium,"Arre bhaiya, main samajh gaya. Bacche ke saath galti se ghul marne se aapko kuch problem ho sakti hai. Aapko anxiety ya stress ka shikaar ho sakta hai, jo aapki tabiyat ko kamzor kar raha hai. Main aapko ek doctor se milvane ke liye kahaunga, jisse aapko sahi treatment mil sakega.","Beta, tumhare case mein Atopic Dermatitis (AD) ka diagnosis kiya gaya hai. Iska matlab hai ki tumhare shareer mein ek allergy hai jo skin ko red, scab, scale aur thick banata hai. Ye symptoms 9 saal se ho raha hai aur aapke shareer ke trunk aur extremities par hai. Aapko milk, freshwater fish, sesame seeds, animal hair aur pollen se allergy hai. Aapke symptoms ko kam karne ke liye aapne abhi tak antihistamines, topical glucocorticosteroid creams aur calcineurin inhibitors liye hain, lekin unka upayog karke bhi symptoms thode hi kam hote hain.",0.25,1.0,0.0,0.0,0.75,0.0
P01293,neck_swelling,0.4163,medium,"Arre bhai, aapki baat suni hai. Yeh ganth aur dard aapke hoth ki taraf aane ke kai karan ho sakte hain. Ek sambhavna yeh hai ki aapko koi viral infection ho gayi ho, jaise ki mononucleosis ya mumps. Iske alawa, yeh bhi ho sakta hai ki aapko koi bacterial infection ho gayi ho, jaise ki parotitis. 

Hum aapki tasveer dekh kar aur aapke symptoms ke baare mein puchkar aapki diagnosis karne ki koshish karenge. Lekin aapko thoda patience rakhna hoga aur humein aapke symptoms aur tasveer dekhne ki zaroorat hai.","Bhai, tumhare symptoms aur clinical signs ke anusaar, tumhare abdomen mein kuchh ghatna hogi hai. Tumhare left flank mein dard hai, tum dhoondh rahe ho, lekin tumhare left upper quadrant mein mild tenderness hai. Ye splenic injury ka lakshan hai, jiska evidence hai severe extravasation at the hilum of the spleen along with poor contrast effect, implying splenic artery injury.",0.0,1.0,1.0,0.0,1.0,1.0
P01298,neck_swelling,0.5179,high,"Arre bhai, aapki chinta kuchh nahi hai. Ye round gaanth aapke left collar bone ke neeche ek chhoti si lymph node ho sakti hai. Ye strain ke baad aati hai, lekin agar yeh 2-3 hafee mein nahi gayab ho jati hai toh doctor se phir se milna chahiye.","Bhai, maine dekha hai ki tumhare case mein giant cell granuloma hai, jo left maxilla mein hai. Clinical signs ke anusaar, tumhare paas cervical lymphadenopathy nahin hai, aur blood count aur routine laboratory tests normal hain. Gaanth ke baare mein, main kuch nahin dekh sakta hoon, kyonki clinical evidence mein koi jankari nahin hai. Lekin doctor ne tumhe kaha hai ki ye strain hai, aur tumhe apni gardan idhar udhar ghumane ke liye kaha hai.",1.0,1.0,0.0,0.0,0.0,0.0
P01299,skin_rash,0.5641,high,"Arre bhai, aapka problem kuchh serious ho sakta hai. Yeh red bumps, jo aapke right eye ke neeche dikh rahe hain, possible skin conditions jaise ki milia, keratin cysts ya seborrheic keratoses ho sakte hain. Hum aapko ek dermatologist se milane ki zaroorat hai, jo aapke symptoms ko aur vishleshan kar sakega.","Arre bhai, maine aapki complaint dekhi hai. Lekin maine aapke case notes mein kuchh nahi dekha hai jo aapke red bumps ke baare mein batata hai. Aapke symptoms aur clinical signs ke liye, maine aapke Horner syndrome ke liye test kiye hain, jismein 10% cocaine test positive aaya hai. Lekin maine aapke red bumps ke baare mein kuchh nahi pata hai. Main aapko ek dermatologist ke paas bhejna chahta hoon jo aapke red bumps ke liye diagnosis kar sake.",0.0,0.0,1.0,1.0,0.0,0.0
P01301,knee_swelling,0.5258,high,"Arre bhai, main aapki maa ki jaankari sunne ke liye bahut khush hoon. Yeh gaanth jisse aapki maa kahta hai, yeh bahut saari cheezein suggest karta hai. Main sochta hoon, yeh gaanth shayad osteoarthritis ya rheumatoid arthritis ka symptom ho sakta hai. Iske alawa, yeh gaanth fibromyalgia ya even gout ka bhi symptom ho sakta hai. Lekin, yeh sabhi cheezein tootne ke baad hi confirm ki ja sakti hain. Main aapko ek doctor se milne ki suggestion karta hoon, woh aapki maa ki jaankari aur check-up karke aapko sahi jawab de sakte hain.","Aapki maa ki gaanth ka karan yah hai ki vah 55 saal ki umar hai aur 10 saalo se chote chote chot ke baad ajeeb sa sujan wali gaanth hoti hai. High resolution computed tomography of the chest ne dekha hai ki vah ek pulmonary bulla ka shikar hai, jisse right upper lobe ka compression collapse ho raha hai. Iska matlab hai ki vah ek lung ka hissa hai jisme se air nikal raha hai aur vah compress ho raha hai.",1.0,0.25,0.0,0.0,-0.75,0.0
P01302,neck_swelling,0.5489,high,"Beta, tumhare symptoms bahut hi ghatiya hain. Ye ganthein tumhare shareer mein kuch anidraatmak ho sakte hain, lekin humein kuch aur bhi samajhne ki zaroorat hai. Lymph nodes ka koi bhi gantha dard se juda nahi hota, aur yeh hil sakte hain. Lekin tumhare shareer mein kai ganthein hain, jo bahut hi chinta ka karan hai. Humein tumhare ganthein dikhane aur kuch test karne ki zaroorat hai, tabhi humein pata chalega ki ye kya hai.","Beta, maine dekha hai ki tumhare shareer mein kai chote ganthein hain. Pehli ganth jo tumne notice ki hai, woh right lower region par hai, jo right pelvic bone ke upar hai. Ye ganth 1 cm ki size ki hai, jo touch karne par hil jaati hai, lekin region se judi lagti hai. Dard nahi hota hai, bas kabhi kabhi twitching hoti hai.

Maine dekha hai ki tumhare case mein renal cell carcinoma hai, jo right kidney mein hai aur metastasis (bimari ka faayda) mandible (cheekbone) mein hai. Ye bimari tumhare shareer mein kai ganthein pahuncha sakti hai, jaise ki tumne bhi notice kiya hai.

Main kuchh confirm nahi kar sakta, lekin tumhare ganthein lymph nodes (lymph nodes) nahi lagte hain. Lekin tumhe chinta karne ki zaroorat hai, kyunki tumhare shareer mein kai ganthein hain aur tumhare case mein cancer hai. Main tumhe ek specialist se milne ki salah deta hoon.",0.0,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333
P01303,hand_lump,0.5152,high,"Bhai, aapka description sunke lagta hai aapke paas ek ganth hai, jisse aapko dard ho raha hai. Yeh sambhav hai ki yeh ek ganth hai jo aapke wrist mein pressure daal raha hai. Main aapko ek orthopedic doctor ki reference karunga, woh aapke paas aayenge aur aapke wrist aur hand ko check karenge.","Arre bhai, maine dekha hai ki aapke right thumb ke MCP joint mein volar dislocation hai aur UCL ka complete rupture hua hai. Iska matlab hai ki aapke thumb ke neeche ek choti matar jaisi ganth hai, jiska image aapne diya hai. Touch karne par aapko dard hota hai, aur iska asar aapke wrist tak bhi ho gaya hai.",0.25,0.25,0.0,0.0,0.0,0.0
P01309,hand_lump,0.6394,high,"Arre bhai, aapka description sunke lagta hai ki aapko ek lymph node ki problem ho sakti hai. Ye lymph node aapke upper right arm muscle ke upar hai, aur isne aapke right hand ke little finger tak stinging sensation ko cause karne laga hai. Ye ek common scenario hai, lekin humein iska diagnosis karne ke liye test aur examination ki zaroorat hogi. Aapko doctor se milne aur test karwane ki zaroorat hogi.","Bachche, aapke symptoms bahut hi similar hain apne pehle case ke symptoms se. Upper right arm muscle ke upar ek chhoti pea size ki goanth par, jiska size aapne mention kiya hai, yeh bhi ek cystic expansile lesion ho sakta hai. Yeh enchondromata ho sakta hai, jiska clinical evidence hai. Lekin, aapke pehle case mein, yeh tuberculosis ke karan ho gaya tha. Aapke pehle case mein, h/o exposure to pulmonary tuberculosis tha, aur sputum ke AFB test mein positive result aaya tha. Aapko is baat ka dhyan rakhna chahiye.",0.0,1.0,1.0,0.0,1.0,1.0
P01312,neck_swelling,0.5457,high,"Arre bhai, aapka description sunke lagta hai ki aapke paas ek cyst hai. Yeh ek naram, fatty ball ki tarah ka hoga, jo aapke neck ke piche collar bone ke neeche hai. Yeh cyst aapke skin ke andar se nikal raha hai, jisse aapko lagta hai ki woh upar chadh kar bahar nikal jata hai. Hum isey check karne ke liye doctor se baat karenge aur fir hi decision lenge.","Bhai, maine dekha hai ki tumhara neck ke paas ek naram ganth hai. Lekin clinical evidence mein yeh nahi diya gaya hai ki tumhara neck ke paas koi ganth hai. Haan, tumhari submandibular lymph nodes mein swelling hai, lekin yeh normal touch feel karta hai. Mujhe nahi pata ki yeh ganth kya hai, lekin maine clinical evidence se kuchh nahi dekha hai jo iske bare mein batata hai.",0.25,1.0,0.0,0.0,0.75,0.0
P01313,skin_rash,0.5106,high,"Arre beti ki hals hai? Aapko chinta mat karna, main aapko kuchh jaankari de sakta hoon. Ye rash aur white lumps jaise symptoms virus ke karan ho sakte hain, lekin ismein surety nahin hai. Iske alawa, hont chapped hone aur naak ke andar dard hone ka karan bhi virus ho sakta hai. Main aapko ek dermatologist ke paas le jana chahiye, woh aapko acchi tarah se diagnose kar sakte hain aur treatment bhi de sakte hain.","Beta, maine dekh liya hai ki aapki beti ko vaginal discharge hai, jo watery, foul-smelling hai aur occasional blood-stained. Iske alawa, uske labia majora par do small ulcers hain. Ye symptoms aapke doctor ne dekh liye hain aur unhone kaha hai ki ye symptoms 6 months se hain. 

Kuchh aur symptoms hain jo aapne bataye hain, jaise ki hont chapped hai, naak ke andar dard hai, aur jeebh par white lumps hain. Lekin is clinical evidence mein ye symptoms nahin hain. Main is baat par surety nahin kar sakta.",0.3333333333333333,0.5,0.6666666666666666,0.5,0.1666666666666666,0.1666666666666666
P01315,lip_swelling,0.4245,medium,"Arre bhai, maine dekha hai ki aapke chote honton par ek chota sa dardnak gadda hai. Yeh gadda aapke tonsils ke paas ho sakta hai, lekin aapne uss area ko dekha hai aur usme kuch bhi nahi mila hai. Main sochta hoon ki yeh gadda aapke labia majora ke paas ho sakta hai, kyunki aapne uss area ko bhi dekha hai aur usme bhi kuch bhi nahi mila hai. Main samajhta hoon ki yeh gadda ek boil ho sakta hai, jo aapke labia majora ke paas aata hai. Yeh gadda aapke body mein bacteria ki wajah se ho sakta hai, jo aapke skin ko infection deti hai.","Bhai, maine dekha hai ki tumhare chote honton par ek chota sa dardnak gadda hai. Yeh gadda melena ke sath hua hai, jiska matlab hai ki tumhare gastrointestinal tract mein kuch problem hai. Pehle se hi humne Peutz-Jeghers syndrome (PJS) ka diagnosis kiya hai, jisme gastrointestinal tract mein polyps hoti hain. 

Maine dekha hai ki tumhare gaddon se safed cheez nikli hai, jiska matlab hai ki tumhare gastrointestinal tract mein bleeding ho rahi hai. Yeh bleeding tumhare severe anemia ke liye bhi jimmewar hai. 

Main kuch confirm nahi kar sakta ki yeh gadda kya hai, lekin humne tumhare gastrointestinal tract mein polyps aur bleeding ki problem dekhi hai. Hum aapko ek doctor se milne ke liye kahaenge.",0.0,0.25,1.0,0.0,0.25,1.0
P01320,hand_lump,0.5802,high,"Arre bhai, aapka concern sahi hai. Yeh ganth aapke wrist par ek vein ke saath mila hua hai, jisse aapko lagta hai ki yeh IV test ke baad aaya hai. Lekin, mujhe lagta hai ki yeh ek normal vein hai, jiska naam ""arteriovenous fistula"" hota hai. Yeh ek normal condition hai, jismein artery aur vein mil jati hain.","Arre bhai, maine dekha hai ki aapke CT scan ke dauran, aapke ulnar artery par teen aneurysm pade the. Ek 2.3 x 1.5 cm ka tha ulnar-carpal junction par, doosra 0.5 cm ka hamate ke hook ke paas, aur teesra 1.5 x 1.2 cm ka palm mein. Aapke kisi bhi vein ke saath sambandh nahin pata chala hai. Aapka CT scan bhi koi vein ke aneurysm nahin dikha raha hai.",0.25,0.25,0.0,0.0,0.0,0.0
