pair_id,condition,similarity_score,match_quality,hinglish_query,zero_shot_output,grounded_output,zero_factual,grounded_factual,zero_hallucination,grounded_hallucination,factual_gain,halluc_reduction
P00181,skin_rash,0.524,high,"Namaste Doctor,
Mere 3 mahine ke baby ko bahut sukha twacha hai jisme lal rashes aur safed patches hai, puri body par. Pediatrician ne Atogla cream prescribe kiya tha, jiske pahle dinon mein accha res","Namaste, aapki chhoti baby ki twacha ki samasya sunke chinta ho rahi hai. Atopic eczema ke liye steroid-free moisturiser ka istemal karna zaroori hai, isliye aapko ek aisa moisturiser dhoondhna hoga jo gentle ho aur steroid-free ho. Aapko coconut oil ya olive oil jaise natural moisturiser try kar sakte hain, ya phir aap doctor se puch sakte hain ki woh koi specific steroid-free moisturiser recommend kar sakte hain. Eczema ke liye regular moisturising bahut zaroori hai, isliye aapko apni baby ki twacha ko regularly moisturise karna chahiye.","Namaste, aapke sawal ka jawab dena mushkil hai kyunki clinical evidence mein aapke baby ke bare mein koi jaankari nahi hai. Diye gaye clinical evidence mein 8 mahine ke bachche ki skin lesions ki jaankari hai, lekin aapke 3 mahine ke baby ke bare mein kuch nahi likha hai. Hum is vishesh maamle mein koi salah nahi de sakte, kyunki humein aapke baby ke bare mein paryapt jaankari nahi hai. Aapko apne pediatrician ya dermatologist se phir se salah leni chahiye.",0.0,1.0,1.0,0.0,1.0,1.0
P02081,skin_rash,0.436,medium,"Mera matlab hai ki main apni grandmother ke sath hoon aur wo is picnic me kaam kar rahi hai, isliye bahar bahut garmi hai. Uske dono taango ke andar upar red rash hai...jaise ki khoon skin ke neeche b","Aapki grandmother ko lagta hai ki garmi ke karan ye rash ho raha hai, lekin hume iske baare meh thoda aur pata karna hoga. Ye rash heat rash ya sunburn ka lakshan ho sakta hai, lekin exact diagnosis ke liye doctor se milna zaroori hai. Aap unhe thoda cool place meh baithne ke liye kah sakte hain aur cold compress lagane ke liye bhi kah sakte hain, shayad isse aram mile. Doctor se milne ke baad hi sahi ilaaj ho payega, toh aap unhe jaldi se doctor ke paas le jayein.","Aapki grandmother ke symptoms dekhte hue, lagta hai ki uske paas fluid-filled, painful, nonpruritic lesions hain, jo ki bilateral hand aur feet par hain. Ye lesions reddish-raised hain aur unke upper back aur face par bhi hain. Clinical evidence ke mutabik, ye lesions amoxicillin consumption ke baad shuru huye hain, lekin hum yeh confirm nahi kar sakte ki ye exact wajah hai. Aapki grandmother ko doctor ke paas jaana chahiye taaki unke symptoms ka sahi diagnosis ho sake aur unke liye sahi treatment diya ja sake.",0.0,1.0,1.0,0.0,1.0,1.0
P03002,skin_rash,0.5033,high,"Hello doctor, meri behen ke skin par kuch ajeeb sa rashes hai. Kripya dekhein is vartaman condition ko neeche. The problem panch saal pehle shuru hui. Lekin ab ye badh rahi hai. Hum samajh nahi pa rah","Behen ji ke skin par rashes dekhne ke liye maine abhi picture nahi dekhi, lekin aapko pata hai ki rashes ke kaafi saare reasons ho sakte hain, jaise ki allergy, infection ya koi bhi skin condition. Panch saal pehle shuru hone wale rashes ko dekhkar lagta hai ki ye koi chronic condition ho sakti hai, jaise ki eczema ya psoriasis. Aap mujhe picture upload karke dikhayein, toh main aapko thoda aur guide kar sakta hoon.","Behen ji ka rash dekha hai, toh lagta hai ki ye ek flesh-red plaque hai jo 3.5x2.5 cm size ka hai, aur ye left occipital scalp par hai. Ismein mild pruritus bhi hai, aur ye dhire-dhire badh raha hai. Hum yeh confirm nahi kar sakte ki aapki behen ka rash bhi same hai, lekin clinical evidence ke hisab se, yeh ek EP (eccrine poroma) ya BCC (basal cell carcinoma) ho sakta hai, lekin aapki behen ka rash dekhne ke liye aur details chahiye.",0.25,1.0,0.75,0.0,0.75,0.75
P02557,skin_rash,0.4887,medium,Mere best friend ko 4 din se uski inner thigh par rash tha aur ab ye uske private region tak phail gaya hai. Saath hi ye dard bhi kar raha hai. Uske infected area mein black bumps hain. Usne sirf pani,"Aapki best friend ko jo rash hai, wo koi skin infection ho sakti hai, jaise ki fungal infection ya allergic reaction. Black bumps ke saath dard bhi ho raha hai, isliye yeh thoda serious lagta hai. Main aapko salah deta hoon ki aap apni friend ko ek dermatologist ya doctor ke paas le jayein, taaki unhe sahi diagnosis aur treatment mil sake. Doctor sahi pata laga payenge ki yeh infection kya hai aur kaise treat karna hai.","Meri patient, aapke best friend ki condition humari clinical evidence se match nahi karti. Humari evidence mein patient ko 3 saal se blisters the, lekin unhein koi dard ya pruritus nahi tha. Aapke friend ki condition mein dard aur black bumps hain, jo humari evidence mein nahi hai. Hum yeh confirm nahi kar sakte ki yeh kya hai, lekin yeh lagta hai ki yeh koi alag condition ho sakti hai. Aapke friend ko doctor ke paas jaana chahiye taaki unki condition ka sahi diagnosis ho sake.",0.0,0.0,1.0,1.0,0.0,0.0
P02789,skin_rash,0.5426,high,"Hello doctor, maine three months ago unprotected sex kiya tha. Maine herpes ke alawa sare tests karwaye the aur sabhi negative aaye hai. Encounter ke baad har ek se do hafte mein mujhe red rashes aur ","Aapko red rashes aur small red dots ho rahe hain, lekin khujli nahi hoti, isse lagta hai ki ye koi allergic reaction ya irritation ho sakti hai. Aapne herpes ke alawa sabhi tests karwaye hain aur sabhi negative aaye hain, isliye herpes ki sambhavana kam hai. Aapko penis ki dryness aur badbu ki problem bhi hai, iske liye aapko koi moisturizer ya lubricant use karna chahiye, aur saaf-safai ka dhyan rakhna chahiye. Aapko ek baar phir se doctor se milna chahiye aur apni symptoms ko detail mein batana chahiye, taaki unhe aapki problem ko theek se samajh sake.","Main aapki symptoms ko dekhkar keh sakta hoon ki aapke pass di gayi clinical evidence se hum aapke red rashes aur small red dots ke baare mein kuchh bhi confirm nahi kar sakte. Aapke symptoms herpes jaise lagte hain, lekin aapne bataya hai ki aapke herpes test negative aaye hain. Hum is maamle mein aur adhik jaankari ke bina kuchh bhi keh nahi sakte. Aapko apne doctor se milna chahiye aur unse apni sari symptoms ke baare mein baat karni chahiye.",0.25,0.3333333333333333,0.75,0.6666666666666666,0.08333333333333331,0.08333333333333337
P01922,skin_rash,0.4486,medium,Mere kandhon par aur thoda neeche ek rash hai. Wo pimples ki tarah lag raha hai. Mujhe iski takriban 5 din se hai. Main cortisone aur bendryl ka istemal kiya lekin ab bhi hai. Iski image niche attach ,"Aapke kandhon par rash aur gharshan jaise aapshan ho sakte hain kisi allergic reaction ke karan, jaise ki aapne plants ya kisi cheez se takraaye ho. Aapne jo cortisone aur bendryl ka istemal kiya hai, wo thoda aaram dila sakta hai, lekin agar problem ab bhi hai to humein iski wajah jaanne ki zaroorat hai. Aapke camping par jaane ke baad ye samasya hone ki sambhavna hai, shayad aapne kisi plant ya insect se takraaye ho. Aapko ek dermatologist se milna chahiye, wo aapki skin ko dekhkar sahi diagnosis aur treatment bata sakte hain.","Aapke symptoms ko dekhkar, mujhe lagta hai ki yeh ek skin reaction ho sakta hai, lekin main iski exact wajah confirm nahi kar sakta kyunki aapki details clinical evidence me nahi hai. Aapne bataya ki aapko cortisone aur bendryl ka istemal kiya lekin ab bhi rash hai, aur aapko puri skin me gharshan jaise aapshan mahsoos ho rahe hain. Aapko plants aur cheezon se allergy hai, isliye yeh bhi ek sambhavna hai, lekin mujhe iske liye aur information chahiye. Aapko doctor se milna chahiye taaki unki madad se aapki exact problem pata chal sake.",0.5,0.5,0.5,0.5,0.0,0.0
P02369,skin_rash,0.4,medium,Mujhe ek rash hua hai jo wahan nikalta hai jahan par mein sabse zyada swear karta hoon. Meri pasli ke nichle hisse aur gardan ke peeche. Agar mein ise khujlata hoon to yeh phail jata hai aur thoda khu,"Aapko ek rash hua hai jo aapke pasli ke neeche aur gardan ke peeche hai, aur yeh khujlata hai. Yeh rash pehle laal tha, phir brown ho gaya, yeh possible hai ki yeh heat rash ho sakta hai, kyunki aapne bataya ki aapke area mein garmi ka asar pada tha. Aapko kisi dermatologist se milna chahiye taaki woh aapki skin ko dekhkar sahi diagnosis kar sakein. Aapko apni skin ko saaf rakhna chahiye aur koi bhi naya product use karne se pehle test karna chahiye.","Main aapki samasya ko samajhne ki koshish kar raha hoon, lekin mujhe clinical evidence mein aapke rash ke baare mein koi jaankari nahi mili. Clinical evidence sirf us patient ke baare mein hai jo abdominal pain aur nausea ke saath hospital aaya tha, aur uske baad unki mrityu ho gayi. Is evidence se hum aapke rash ke baare mein kuch nahi keh sakte. Agar aap apne rash ke baare mein jaankari chahte hain, to aapko apne doctor se sampark karna chahiye.",0.0,0.5,1.0,0.5,0.5,0.5
P02507,skin_rash,0.4681,medium,"Hello doctors, pehle toh aapko samay aur seva ke liye dhanyavad. mujhe haal hi mein ek raised blotchy rash ho raha hai jo khujli karne wala hai aur rang halka laal/pinkish hai (main african american h","Namaste, aapki chinta samajh mein aati hai, lekin pehle toh yeh samajhna zaroori hai ki rash aur lymp node ki sujan ke kai karan ho sakte hain. HIV ek sambhavna hai, lekin yeh bhi ho sakta hai ki yeh koi aur infection ya allergic reaction ho. Aapke symptoms, jaise ki rash aur kabhi kabhi sore throat, kai cheezon se related ho sakte hain. Hum aapko yeh salah denge ki aap ek doctor se milo aur apne symptoms ke baare mein detail mein baat karo, taaki unhe aapki sthiti ko acche se samajhne ka mauka mile.","Namaste, aapki chinta ko samajh rahe hain, lekin humein aapki rash aur HIV ke bare mein kuchh bhi clinical evidence nahi mila hai. Aapki file mein sirf Rosai-Dorfman disease (RDD) ki diagnosis hai, jismein generalized lymphadenopathy, fever, aur weakness shaamil hain. Aapke symptoms jo aapne bataye hain, unka humein is file mein koi connection nahi mila hai. Agar aapke paas aur koi sawal hai ya information chahiye, toh humein puchhein.",0.0,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666667
P02021,skin_rash,0.4738,medium,"Mere paas do tarah ke skin problems hain. Pehla tarah hai, dono kalaiyon par laal jagah hai, dusra tarah hai, ek rash aur sujan har elbow se shuru ho kar har bazo tak hai. Kisi bhi tarah ki khujli nah","Jane Ross, aapke skin problems ke baare mein sun kar lagta hai ki aapko ek tarah ki allergic reaction ya inflammation ho sakti hai. Dono kalaiyon par laal jagah aur bazo par sujan wale dane garm mehsoos hone ke karan, yeh ek chronic condition ho sakti hai. Aapko ek dermatologist se milna chahiye jo aapki skin ko dekh kar sahi diagnosis aur treatment batayenge. Aapko koi bhi medicine ya cream lagane se pehle doctor ki salah leni chahiye.","Jane Ross, aapke symptoms ko dekhkar, mujhe lagta hai ki aapke paas hyperkeratosis ki problem ho sakti hai, jaise ki clinical evidence mein hyperkeratosis of palms and soles ka zikr hai. Lekin aapke elbow par rash aur sujan ke baare mein, main kuchh confirm nahi kar sakta, kyunki clinical evidence mein is tarah ki koi specific information nahi hai. Aapke symptoms ko aur acchi tarah se samajhne ke liye, aur adhik jaankari ki zaroorat hai.",0.0,0.0,1.0,1.0,0.0,0.0
P02240,skin_rash,0.5182,high,"Mujhe h.pylori ka antibiotics ka treatment khatam karne wala hai jiski maine 7 din tak liya hai, ye hai metronidazole 400mg, amoxicillin 500mg aur omeprazole 20mg. Mera problem ye hai ki mere skin mei","Aapko 7 din tak antibiotics liye hai, lekin abhi bhi skin mein issues hai, ye thoda chinta ka vishay hai. Hives aur itchy eyes ho sakte hain antibiotic ke side effect ke karan, ya phir H. pylori infection abhi puri tarah se clear nahi hua hai. Aapko apne doctor se milna chahiye, woh aapki skin ki issues ko dekhkar aur aapki overall condition ko check karke hi kuch aur advice de sakte hain.","Mujhe aapki image nahi dekh sakte, lekin aapke symptoms ke baare mein baat kar sakte hain. Aapke skin issues, hives, aur itchy eyes ho sakte hain allergic reaction ke karan, lekin clinical evidence mein iske baare mein kuch nahi likha hai. Hum is case mein sirf renal dysfunction aur anti-tuberculosis treatment ke baare mein jaante hain, H.pylori ka antibiotics ka treatment ke baare mein kuch nahi jaante. Mujhe lagta hai ki aapko apne doctor se baat karni chahiye jo aapko treatment de rahe hain, ve aapke symptoms ke baare mein behtar jaante honge.",0.5,0.5,0.5,0.5,0.0,0.0
P00120,skin_rash,0.5623,high,"Mere 14 mahine ke bacche ke haathon aur gaal par rash hai. Please doctor, vartaman condition ko dekhein niche. Wo chote se safed ya skin coloured raised dots jaise lagte hain. Mein use apne haath ko k","Bilkul, aapka baccha 14 mahine ka hai aur uske haathon aur gaal par rash hai, yeh choti choti safed ya skin coloured raised dots jaise lagte hain. Yeh keede nahi ho sakte, lekin yeh ek allergy ya viral infection ho sakta hai. Aapko apne bacche ko ek pediatrician ke paas le jana chahiye, woh iske peeche ki wajah ko jaan kar sahi ilaaj de payenge. Deworming ki zaroorat ho ya nahi, yeh bhi doctor hi decide kar sakte hain. Aapko apne bacche ko turant doctor ke paas le jana chahiye.","Aapke bacche ke haathon aur gaal par rash ke baare mein, mujhe clinical evidence mein iske baare mein kuch nahi mila. Lekin aapke paas di gayi jaankari ke anusaar, yeh keede ki wajah se ho sakta hai, lekin hum yeh confirm nahi kar sakte kyunki aapke bacche ke baare mein humein koi jaankari nahi di gayi hai. Aapke bacche ko doctor ke paas le jayein, taaki unki vartaman sthiti ka pata chal sake.",0.4,0.0,0.6,1.0,-0.4,-0.4
P01384,skin_rash,0.5067,high,"Hi dr. Samuel mujhe kuch samay se mere skin ke problems ho rahe hain, mujhe chinta ho rahi hai kyunki ye din ba din badh rahi hai. Mere arms and neck par prickly heat type ki problem hoti hai, mere be","Aapki skin ki problems sunke lagta hai ki aapko kuch allergies ya skin conditions ho sakti hain. Prickly heat arms and neck par hota hai, toh shayad aapko heat rash ya miliaria ho sakta hai, aur belly, thighs, aur legs par eczema jaisa rash ho sakta hai, jo ki itching karta hai. Thigh par protruding sore lump ka pata lagaane ke liye hume aur details chahiye, lekin shayad ye koi boil ya abscess ho sakta hai, ya phir koi aur skin condition. Aapko doctor se milna chahiye, jo aapki skin ko check karke sahi diagnosis aur treatment de sakta hai.","Beta, aapke symptoms ko dekhkar, mujhe lagta hai ki aapke paas bullous mastocytosis ho sakta hai, jismein skin par blisters aur itching hoti hai. Aapke arms, neck, belly, thighs, aur legs par jo prickly heat type ki problem aur ezema jaisa rash hai, wo is condition ke symptoms ho sakte hain. Lekin, aapke thigh par jo protruding sore lump hai, uske bare mein mujhe clinical evidence mein koi information nahin mila, isliye main iske bare mein kuch nahin keh sakta.",0.4,0.3333333333333333,0.6,0.6666666666666666,-0.06666666666666671,-0.06666666666666665
P02222,skin_rash,0.4885,medium,Mere paon ke upar ek aisa rash hai jo ab mere ankhon aur taangon mein fail gaya hai. mainly chhote gehre brown spots hai lekin kuch neem spots meerge ho gaye hain. unhe itchiness ya dard bilkul bhi na,"Aapke paon, aankhon aur taangon par ye brown spots ho sakte hain koi skin condition jaise ki melasma ya pigmentation, lekin aapke paon sujhne ki wajah kuch aur ho sakti hai. Aapko doctor se milna chahiye taaki wo aapki jaanch kar sakein aur sahi diagnosis kar sakein. Aapko koi bhi dard ya itchiness nahi hai, lekin phir bhi doctor se milna zaroori hai taaki aapko sahi ilaaj mil sake. Aapko apne paon ki sujhne ki wajah bhi pata chal sakti hai, jaise ki koi infection ya allergy. Doctor se milne se pehle aap apne paon ko saaf rakhein aur koi bhi cream ya lotion lagane se pehle doctor ki salah lein.","Aapke rash ke baare mein, main aapko bata sakta hoon ki aapke symptoms mujhe patient ki file mein likhe hue symptoms se milte hain, jaise ki skin color small palpable lesion jo gradually badhta hai aur ring shape ban jata hai. Lekin aapke paon sujhne ke baare mein, main kuchh confirm nahi kar sakta kyunki clinical evidence mein iske baare mein koi jankari nahi hai. Aapke rash ke liye, doctor ne topical steroid prescribe kiya tha, lekin patient ko six weeks ke baad koi improvement nahi hua tha.",0.3333333333333333,0.5,0.6666666666666666,0.5,0.16666666666666669,0.16666666666666663
P02689,skin_rash,0.499,medium,"नमस्ते डॉक्टर, मैं HIV पॉजिटिव हूँ। ये दिनों मेरे लिंग की आड़े की तरफ खुजली हो रही है (कभी-कभी बहुत ज्यादा।) मैं ART पर हूँ। लेकिन, इन दिनों लिंग की आड़ा इंफेक्शन से डर लग रहा है। मेरी आड़ा सख्त, लाल,","नमस्ते सर, मैं समझता हूँ कि आपको लिंग की आड़े की तरफ खुजली और इंफेक्शन की समस्या हो रही है। ART पर होने के बावजूद, आपको यह समस्या हो सकती है क्योंकि HIV पॉजिटिव लोगों में इम्यून सिस्टम कमजोर होता है, जिससे इंफेक्शन का खतरा बढ़ जाता है। मैं आपको सलाह दूंगा कि आप अपने डॉक्टर से मिलें और उन्हें अपनी समस्या के बारे में बताएं, वे आपको उचित इलाज और सलाह दे पाएंगे। कृपया अपने डॉक्टर से मिलने से पहले मैस्टरबेशन और अन्य गतिविधियों से बचने की कोशिश करें।","नमस्ते सर, आपकी समस्या को देखते हुए, मैं कह सकता हूँ कि आपके लक्षण सेकेंडरी सिफिलिस के समान हो सकते हैं, जैसा कि हमारे पिछले मरीज में देखा गया था। उन्हें भी लिंग पर अल्सर और लाल चकत्ते थे। लेकिन, मैं यह कन्फर्म नहीं कर सकता कि आपको भी सिफिलिस है या नहीं, क्योंकि आपके मामले की जानकारी नहीं है। मैं आपको सलाह दूंगा कि आप अपने डॉक्टर से मिलें और अपने लक्षणों के बारे में चर्चा करें, ताकि उन्हें आपकी सही तरीके से जांच और इलाज किया जा सके।",0.25,0.25,0.0,0.0,0.0,0.0
P02517,skin_rash,0.4994,medium,"Mera problem ye hai ki mai army me hu, mai bahut kaam karta hu supply ke liye, agar mai PT ke baad bahut jyada workout karu to baad me mujhe itchy rash ho jata hai. Ye random tarike se bhi hota hai ja","Aapko itchy rash ho raha hai workout ke baad aur kabhi-kabhi random tarike se bhi, isse lagta hai ki aapko koi allergic reaction ho sakta hai ya phir aapke skin mein koi sensitivity hai. Moderate hot shower ke baad bhi ye problem ho rahi hai, isse pata chalta hai ki aapke skin ko koi irritant ho sakta hai. Aapke neck par dry asking spots hone ka bhi mention kiya hai, isse lagta hai ki aapko dry skin ki problem bhi ho sakti hai. Aapko ek dermatologist se consult karna chahiye, ve aapki skin ko properly check karke aapko sahi diagnosis aur treatment bata sakte hain.","Aapka problem humare clinical evidence se match nahi karta hai. Aapne jo symptoms bataye hai, wo humare patient ke symptoms se alag hain. Humare patient ko chemical exposure ke karan burn aur skin damage hua tha, lekin aapke symptoms itchy rash, dry skin spots, aur unke random occurrence ke baare mein hain. Hum aapke symptoms ke baare mein confirm nahi kar sakte kyunki humare clinical evidence mein aise symptoms ka zikr nahi hai.",0.0,0.0,1.0,1.0,0.0,0.0
P02051,skin_rash,0.5062,high,"Mujhe mere pith par, shoulders par, breast ke neeche, aur groin par rash hai, jiske saath mere kandho aur bra area mein jalan aur dard hai, saath hi meri poore sharir par skin peeling ho rahi hai. Mer","Aapko rash, jalan, aur dard ho raha hai, jo ki kai sambhavnaon ko darshata hai. Yeh ek allergic reaction, skin infection, ya autoimmune disorder ho sakta hai. Aapne hydroxychloroquine 200 mg liya hai, lekin main iske bare mein aur jaankari ke bina kuchh nahin kah sakta. Aapko ek dermatologist ya doctor se milna chahiye jo aapki sthiti ka uchit mulyankan kar sake. Aapne attach kiya gaya image bhi unhe dikhaayein, taaki ve aapko sahi diagnosis aur upchar de saken.","Aapke symptoms, jaise ki rash, jalan, dard, aur skin peeling, scabies ke lakshan ho sakte hain, lekin main iska confirmation nahin kar sakta kyunki aapke symptoms aur image ke baare mein mujhe pata nahin hai. Scabies mein intense pruritus hota hai, jo raat mein badh jata hai, aur yeh ek parasitic infection hai jo Sarcoptes Scabiei mite ke karan hota hai. Aapko skin scraping karwana chahiye aur microscopy se mite ki presence check karni chahiye, lekin main aapke specific case ke baare mein kuchh nahin keh sakta. Hydroxychloroquine 200 mg ka upyog scabies ke liye nahin kiya jata hai, scabies ke liye topical sulfur 10% ointment ka upyog kiya jata hai.",1.0,1.0,0.0,0.0,0.0,0.0
P02120,skin_rash,0.4672,medium,Hamari family mein sabhi log Malarone le rahe hain kyun ki hum malaria ke potential wale ek island par gaye the. Hum sabko alag alag types ke rashes ho gaye hain. Ek to thigh ke piche (dardnak aur do ,"Aapke rash ke baare mein sunke chinta ho rahi hai. Malarone ek antimalarial dawai hai, aur kabhi-kabhi ye dawai skin reactions cause kar sakti hai, jaise ki rashes. Lekin, aapke rash ka pattern dekhkar, yeh bhi ho sakta hai ki yeh sun exposure ya allergic reaction se ho, ya phir koi fungal infection jaise ringworm ya scabies. Main aapko salah deta hoon ki aap ek dermatologist se consult karein, taaki woh aapke rash ko dekhkar sahi diagnosis kar sakein.","Aapke symptoms ko dekhkar, mujhe lagta hai ki ye dawai se ya suraj se nahi hai, kyunki aapke family ke sabhi log alag-alag types ke rashes ho gaye hain. Lekin, clinical evidence ke hisaab se, aapke symptoms ARPC (Acquired Reactive Perforating Collagenosis) ke symptoms se milte hain, jaise ki keratotic papules aur itching. Lekin, hum ye confirm nahi kar sakte ki ye image aapke symptoms ki sahi tasveer hai ya nahi, isliye hume aur adhik jaankari ki zaroorat hai. Ringworm ya scabies ke bare mein, hum kuch nahi keh sakte kyunki clinical evidence ismein iske bare mein kuch nahi kaha gaya hai.",0.0,0.75,1.0,0.25,0.75,0.75
P02227,skin_rash,0.4459,medium,"Mere torso par aur thode par legs par rash hai. Itna bura nahi hai, par red blotches hai jo bahut khujli karte hain. Maine haali mein bounce dryer sheets use kiye hai pehli baar. Internet par maine de","Aapko torso aur legs par rash hai, aur aapne haali mein Bounce dryer sheets use kiye hai, toh shayad yeh uska reaction ho sakta hai. Benadryl aapke liye kaam kar sakta hai, lekin pehle aapko doctor se consult karna chahiye. Aapko Benadryl allergy kaam karne wala tablet lena chahiye, jaise ki Benadryl Allergy Ultratab. Lekin, aapko yeh bhi dhyan rakhna chahiye ki khujli ke liye calamine lotion ya hydrocortisone cream bhi use kar sakte hain.","Aapke symptoms mere paas diye gaye clinical evidence se match nahi karte hain. Clinical evidence mein patient ko ARPC (Acquired Reactive Perforating Collagenosis) diagnose kiya gaya hai, lekin aapke symptoms alag hain. Main aapko confirm nahi kar sakta ki Bounce dryer sheets se rash ho sakta hai ya nahi, kyunki iska koi mention clinical evidence mein nahi hai. Benadryl ke bare mein bhi koi information nahi hai, isliye main aapko koi suggestion nahi de sakta. Aapko apne doctor se consult karna chahiye.",0.0,0.5,1.0,0.5,0.5,0.5
P00081,skin_rash,0.528,high,"Meri 4 saal ki beti ke ek haath par aur peeth ke piche (gale ka neeche) ek chota sa patch hai. Wo thoda red aur bumpy hai, aur ek chote se black center jaisa dikhta hai. Kripya dekhein is vartaman con","Beti ko yeh rash achanak se kaise aa gaya, yeh samajhna zaroori hai. Lagta hai ki yeh ek insect bite ya allergic reaction ho sakta hai, jo raat ko hua hoga. Aapko doctor se milna chahiye, woh iske baare mein aur jaankari de sakte hain aur agar zarurat ho toh treatment bhi suggest kar sakte hain. Aapko uske haath aur peeth ko saaf rakhte hue, koi cream ya lotion lagane se pehle doctor ki salah leni chahiye.","Main aapki beti ki condition ko dekhne ke liye yahaan hoon, lekin mujhe clinical evidence mein aapki beti ki condition ke baare mein kuchh nahi mila. Diye gaye clinical evidence mein ek 80 saal ki mahila ki skin lesion ke baare mein bataya gaya hai, jo aapki beti ki condition se alag lagti hai. Main is vartaman condition ko confirm nahi kar sakta kyunki mujhe iske liye koi clinical evidence nahi mila.",0.0,1.0,1.0,0.0,1.0,1.0
P02524,skin_rash,0.4435,medium,"Mere pati ke skin par chotein hai, jo ek rash ke roop mein shuru hui aur baad mein itching wali bumps ban gayi. Aaj usne mujhe bataya ki jab usne ek bum ko khujate hue dekha to usme se ek bahut hi pat","Aapke pati ke skin par jo chotein aur bumps hain, wo kisi allergy ya infection ke karan ho sakte hain. Jab usne bum ko khujaya aur usme se safed baal nikla, to yeh ek parasitic infection jaise ringworm ya scabies ka lakshan ho sakta hai. Aapke pati ko doctor ke paas jana chahiye, taaki unki skin ko achhe se check kiya ja sake aur sahi ilaj diya ja sake. Main aapki email id note kar leta hoon, lekin aapko jaldi se doctor se milna chahiye.","Aapke pati ki skin problem ka description sunke, mujhe lagta hai ki yeh ek psoriasis ki condition ho sakti hai, jaise ki clinical evidence mein bataya gaya hai. Lekin, clinical evidence mein aise symptoms ka zikr nahi hai jaise ki aapne bataya hai, jaise ki safed baal ya cotton ball jaisa dikha. Main is vartaman condition ko confirm nahi kar sakta, kyunki clinical evidence ispar koi jaankari nahi deti. Aapko apne pati ko ek doctor ke paas le jana chahiye jo is condition ka proper diagnosis aur treatment kar sake.",0.0,0.25,1.0,0.0,0.25,1.0
P02295,skin_rash,0.5278,high,"Mujhe swimming pool aur hot tub mai jaane se ek skin rash,hota hai, laal daane aur itching hoti hai. Pool jaane band kar diya hai lekin rash har baar vapas ho jaati hai jab seemit roop se dur ho jaati","Aapko swimming pool aur hot tub jaane se skin rash ho raha hai, ye chlorine ya chemical ke reaction se ho sakta hai. Aapne doctor se cream liya hai, lekin rash vapas aa rahi hai, isliye aapko apne doctor se phir se baat karni chahiye. Aapne laundry detergent ke bare mein bhi bataya, lekin ye bhi ho sakta hai ki aapke kapde dhone ke baad detergent ka residue aapke skin par aa raha hai. Aap apne doctor se yeh bhi pooch sakte hain ki kya aapko koi aur precautions leni chahiye.","Aapki problem swimming pool aur hot tub se judi hai, lekin clinical evidence mein iske baare mein kuchh nahin hai. Hum is baat ko confirm nahi kar sakte ki aapki skin rash pool ya hot tub se judi hai ya nahin. Aapki patient ki file mein jo information hai, vah mesotherapy ke baad foreign body granuloma ki baat karti hai, lekin aapki problem ke baare mein kuchh nahin hai. Aapko apne doctor se baat karni chahiye jo aapki cream aur lotion prescribe kiya hai, unse aapko apni problem ke baare mein aur information mil sakti hai.",0.0,0.0,1.0,1.0,0.0,0.0
P02577,skin_rash,0.5331,high,"Mere inner left thigh par mujhe, jispar main vishvas karta hoon, ek rash hai. Mere left thigh aur scrotum ke beech wale mulayam area mein irritation hai, pasine se chamakta hua hai (puss hai) aur bahu","Aapke symptoms sunke lagta hai ki yeh ek fungal ya bacterial infection ho sakta hai, lekin STI/STD bhi possibility hai. Aapne jo irritation, pus, aur bad smell bataya hai, yeh sab symptoms ek infection ki taraf ishara karte hain. Main aapko salah deta hoon ki aap doctor se milo aur proper check-up karwayo, kyunki sirf doctor hi aapki condition ko theek se diagnose kar sakte hain. Aapko testing karwana zaroori hai, lekin aapko darne ki zarurat nahi hai, hum aapki problem ko solve karne mein aapki madad karenge.","Main aapko bata sakta hoon ki aapki current condition ke baare mein humein koi information nahi mila hai clinical evidence mein. Aapki left thigh aur scrotum ke beech wale area ki irritation, pus, aur bad smell ke baare mein koi jankari nahi hai. Hum iske baare mein kuch bhi confirm nahi kar sakte. Aapko yeh check karwana chahiye ki yeh kya hai, lekin hum iske liye koi specific advice nahi de sakte kyunki humare paas iske baare mein koi data nahi hai. Aapko doctor se milna chahiye jo aapki current condition ko check kar sake.",0.0,0.25,1.0,0.0,0.25,1.0
