pair_id,condition,random_case_id,random_condition_group,random_is_coincidentally_correct,grounded_output_random,random_is_refusal,random_factual_vs_random_ev,random_halluc_vs_random_ev,random_factual_vs_oracle_ev,random_has_concepts,real_factual,oracle_factual,zero_factual_vs_oracle,real_is_refusal,oracle_is_refusal,retrieval_top1_correct,model
P00259,,PMC8719476,dry_scalp,False,"Mujhe maaf kijiye, lekin aapke diye gaye clinical evidence mein sirf spinal cord (dorsal arachnoid web) se judi jankari hai. Isme daant, nerve pain ya facial swelling ka koi zikr nahi hai. Isliye main aapke daant ya chehre ke symptoms ke baare mein koi confirm karne wala jawab nahi de sakta. Agar aapko dental ya facial issues lag rahe hain, toh ek dentist ya oral surgeon se consult karna zaroori hoga.",True,0.5,0.5,1.0,True,0.5,,0.6666666666666666,True,True,False,openai/gpt-oss-20b
P00425,,PMC11126250,mouth_ulcers,True,"Mere paas jo clinical evidence hai, usme aapke biopsy ke result mein “lycomucositis” ka koi zikr nahi hai. Isliye main confirm nahi kar sakta ki aapko yeh condition hai ya nahi. Aapke symptoms jaise throbbing jaw, red gums, bumps, drainage, aur lymph node changes bhi evidence mein mention nahi hue. Agar aapko koi doubt hai, toh direct apne dentist ya specialist se phir se consult karna behtar hoga.",True,1.0,0.0,0.0,True,1.0,,0.0,False,False,False,openai/gpt-oss-20b
P00605,,PMC6558607,skin_rash,False,"I’m sorry, but the clinical evidence provided does not cover mouth ulcers,",True,,,,False,,,,False,False,False,openai/gpt-oss-20b
P00995,,PMC5463665,foot_swelling,False,"Namaste. Clinical evidence jo humne dekhi hai, usme sirf aapke left lower leg ki arterial thrombosis aur related details mention hain. Isme jaw line ke lymph node ya oral injury ke baare mein koi information nahi hai. Isliye main is query ka jawab evidence ke basis par confirm nahi kar sakta. Agar aapko lagta hai ki lymph node infection ho sakta hai, to aapko ek dental ya ENT specialist se consult karna chahiye.",True,0.0,1.0,0.0,True,0.0,0.3333333333333333,0.0,True,True,False,openai/gpt-oss-20b
P00912,,PMC7532843,neck_swelling,True,"Clinical evidence se hume sirf yeh pata chalta hai ki papillary thyroid carcinoma ke metastasis se cervical lymph nodes (high jugular, mid jugular, retropharyngeal) enlarge ho sakte hain. Aapke symptoms—low RBC, low MCV, liver rise, red scaly rash, weight loss, night sweats, itching—inke baare mein evidence mein koi jaankari nahi hai. Is",True,0.4,0.6,0.4,True,0.0,,0.3333333333333333,True,True,False,openai/gpt-oss-20b
P01566,,PMC7842592,cyanosis,False,"Mujhe maaf kijiye, lekin jo clinical evidence aapne di hai, usme aapke gardan ke gantha ya lymph node ke baare mein koi jaankari nahi hai. Isliye main is baare mein koi specific diagnosis ya doctor recommendation nahi de sakta. Agar aapko is issue par vishesh guidance chahiye, toh aapko ek ENT specialist ya general surgeon se consult karna chahiye.",True,0.0,1.0,0.0,True,0.0,0.0,0.3333333333333333,True,True,False,openai/gpt-oss-20b
P01561,,PMC10897062,hand_lump,False,"Mere paas jo clinical evidence hai, usme aapke gale ki sujan ya ganth ke baare mein koi jaankari nahi hai. Isliye main iske karan ke baare mein kuch confirm nahi kar sakta. Agar aapko lagta hai ki koi samasya hai, toh aapko phir se doctor se milna chahiye aur zaroori imaging ya tests karwaane chahiye.",True,,,,False,1.0,,0.25,True,False,False,openai/gpt-oss-20b
P01410,,PMC10863628,knee_swelling,False,"Mujhe maaf kijiye, lekin jo clinical evidence aapne di hai woh sirf ek 24‑year‑old mahila ke patellar fracture ke baare mein hai. Iske alawa aapke gardan ke piche ganth, dard, aur headache ke baare mein koi jaankari nahi hai. Isliye main is case ke liye koi nishchit diagnosis ya upchar batane mein asamarth hoon. Agar aapko aur jaankari chahiye, toh kripya apne doctor se sampark karein.",True,1.0,0.0,0.0,True,1.0,1.0,0.3333333333333333,True,True,False,openai/gpt-oss-20b
P00659,,PMC10791320,edema,False,"Mujhe maaf kijiye, lekin aapke diye gaye clinical evidence mein wisdom teeth extraction ya uske baad ki swelling ke baare mein koi jaankari nahi hai. Isliye main is vishay par koi specific advice nahi de sakta. Agar aapko koi aur medical concern hai jo evidence mein cover ho, toh main us par madad kar sakta hoon.",True,1.0,0.0,0.0,True,,,0.0,True,True,False,openai/gpt-oss-20b
P01530,,PMC7184158,eye_inflammation,False,"Mere paas jo clinical evidence hai, usme aapke gardan ke gath (lumps) ke baare mein koi jaankari nahi hai. Isliye main aapko yeh nahi bata sakta ki yeh gath koi specific problem hai ya nahi. Agar aapko koi naya symptom ya badlaav mehsoos ho, to phir se doctor se consult karna behtar hoga.",True,,,,False,,,0.2,True,True,False,openai/gpt-oss-20b
P01472,,PMC3917522,eye_redness,False,"Mujhe maaf kijiye, lekin jo clinical evidence aapne di hai, usme aapke gardan dard, headaches, nausea, circulation issues, cold sensitivity, bloating, ya thyroid test ke baare mein koi jaankari nahi hai. Isliye main aapke symptoms ke liye koi specific medical advice ya diagnosis nahi de sakta. Agar aapko abhi bhi takleef ho rahi hai, toh ek specialist (jaise ki ENT ya neurologist) se milne ka vichar karein.",True,,,,False,,,,True,True,True,openai/gpt-oss-20b
P01386,,PMC2817645,knee_swelling,False,"Mujhe maaf kijiye, lekin jo clinical evidence aapne di hai, usme sirf ek 71‑year‑old mahila ka spinal cord ka intramedullary lesion aur uski histology ka zikr hai. Isme hives, facial swelling, ya neck ke lump ke baare mein koi jaankari nahi hai. Isliye main aapke pate ke neck ke issue ke liye koi specific reason ya diagnosis nahi bata sakta. Agar aapko aur jaank",True,0.6666666666666666,0.3333333333333333,0.0,True,0.0,0.0,0.1111111111111111,True,True,False,openai/gpt-oss-20b
P01371,,PMC7364267,skin_rash,False,"Namaste. Aapke diye gaye clinical evidence mein sirf 55 saal ke ek patient ki schizophrenia, asthma, hypertension aur diabetes ki baatein hain. Isme aapke neck lump ya haathon ke dard ke baare mein koi jankari nahi hai. Isliye main is sambandh ko confirm nahi kar sakta. Agar aapko koi aur symptoms ya concerns hain, toh kripya apne doctor se direct consult karein.",True,0.0,1.0,1.0,True,0.0,0.5,0.3333333333333333,True,False,False,openai/gpt-oss-20b
P01062,,PMC3373229,swollen_eye,False,"Mujhe aapke diye gaye clinical evidence mein glandular fever (infectious mononucleosis) ke baare mein koi jankari nahi mil rahi. Yeh evidence sirf Graves' disease aur myasthenia gravis ke baare mein hai. Isliye main confirm nahi kar sakta ki aapko glandular fever hai ya nahi. Agar aapko abhi bhi symptoms lag rahe hain, toh doctor se milkar proper test karwana zaroori hai.",True,0.0,1.0,0.0,True,0.0,0.3333333333333333,0.2857142857142857,True,True,False,openai/gpt-oss-20b
P00201,,PMC7567047,cyanosis,False,"Mujhe aapke sawaal ka jawab dene ke liye koi clinical evidence nahi mila jo aapki beti ki itching, lymph node swelling ya eczema se sambandhit ho. Isliye main is vishay par koi nishchit jaankari nahi de sakta. Agar aapko aur koi medical advice chahiye, toh kripya apne local doctor se sampark karein.",True,0.0,1.0,0.5,True,0.0,0.0,0.0,True,True,False,openai/gpt-oss-20b
P00032,,PMC10940025,eye_redness,False,"Mere paas jo clinical evidence hai, usme sirf Behcet’s syndrome, VKH aur sacroiliitis se judi cases hain. Isme aapke bete ki viral parotitis, rash, ya meningitis ki baat nahi hai, isliye main is diagnosis ko confirm nahi kar sakta. Blood test ya virus test ki zaroorat ke baare mein bhi evidence mein koi jaankari nahi hai. Agar aapko serious symptoms lag rahe hain, toh doctor se phir se consult karna best hoga.",True,0.0,1.0,0.0,True,,0.0,0.3333333333333333,True,True,False,openai/gpt-oss-20b
P02993,,PMC5777104,swollen_eye,False,"I’m sorry, but the clinical evidence provided does not cover a neck mole or any skin changes caused by a necklace. I cannot confirm or provide specific advice about that situation based on the information given.",True,,,,False,1.0,,0.6666666666666666,True,True,False,openai/gpt-oss-20b
P02827,,PMC10837370,dry_scalp,False,"Mujhe aapke symptoms ke baare mein koi direct evidence nahi mila jo is case se match kare. Jo clinical evidence aapne diya hai, usme sirf left side cervical lymph nodes aur breast cancer ka mention hai, right side swelling ya antibiotics ka response nahi. Isliye main confirm nahi kar sakta ki aapka lymph node swelling ya pain metastasis se related hai. Aapko ek specialist se milkar detailed imaging (जैसे CT या PET‑CT) aur biopsy karwana chahiye. Agar weight loss aur pain continue rahe, to urgent evaluation zaroori hai.",True,0.5,0.5,0.25,True,0.5,0.3333333333333333,0.25,True,True,False,openai/gpt-oss-20b
P01293,,PMC7538960,swollen_eye,False,"Mujhe aapke dikhaye gaye hoth ke side aur naak ke area ke lumps ke baare mein koi clinical evidence nahi mila. Isliye main iske karan ya treatment ke baare mein kuch confirm nahi kar sakta. Agar aapko lagta hai ki yeh koi ingrown hair ya infection ho sakta hai, to aapko ek dermatologist ya ENT specialist se milna chahiye.",True,0.0,1.0,0.0,True,,,0.1428571428571428,True,True,False,openai/gpt-oss-20b
P00665,,PMC10884782,foot_swelling,False,"Mujhe maaf kijiye, lekin jo clinical evidence aapne di hai, usme sirf ek 19‑year‑old ladke ki quadriparesis aur anuria ki baat hai. Isme aapke gardan ke mass ya lipoma ke baare mein koi jaankari nahi hai. Isliye main is case mein aapke mass ke baare mein kuch confirm nahi kar sakta. Agar aapko aur guidance chahiye, toh aapko apne doctor se direct consult karna hoga.",True,1.0,0.0,0.0,True,0.0,0.0,0.0,True,True,False,openai/gpt-oss-20b
P00956,,PMC11071014,swollen_tonsils,False,"Mujhe aapke symptoms ke baare mein clinical evidence mein koi jaankari nahi mil rahi. Yeh evidence sirf ek 14‑year‑old ke hypercalcaemia, hypocalcaemia aur SMA syndrome ke baare mein hai, jisme skin patch ya lymph node ki baat nahi hai. Isliye main confirm nahi kar sakta ki aapko doctor ke paas jana chahiye ya nahi. Lekin agar aapko itching aur swelling lagti hai, toh ek dermatologist ya general practitioner se consult karna behtar hoga.",True,0.0,1.0,0.0,True,0.6666666666666666,0.5,0.2,True,True,False,openai/gpt-oss-20b
P02905,,PMC5118610,foot_swelling,False,"Mujhe aapki maa ke Mantoux test ya neck swelling ke baare mein koi clinical evidence nahi mila. Isliye main is par koi confirmation ya advice nahi de sakta. Agar aapko FNAC ke result ka intezar hai, toh doctor se directly pooch lein. Shubh kamnayein.",True,1.0,0.0,1.0,True,1.0,1.0,0.6,True,True,True,openai/gpt-oss-20b
P01656,,PMC7749967,knee_swelling,False,"Mere paas jo clinical evidence hai, usme sirf spinal aur brain ke tumor ka zikr hai, lekin neck ke lymph node ya hair bleaching se related koi data nahi hai. Isliye main yeh confirm nahi kar sakta ki aapka gantha swollen lymph node hai ya hair bleaching ka effect. Agar aapko lagta hai ki yeh lump persistent hai ya badh raha hai, toh ek dermatologist ya ENT specialist se consult karna behtar hoga. Unke paas imaging ya biopsy se sahi diagnosis mil sakta hai.",True,0.0,1.0,0.0,True,1.0,0.0,0.0,True,True,True,openai/gpt-oss-20b
P00662,,PMC10754591,skin_growth,False,"Mujhe aapke symptoms ke baare mein jo clinical evidence di gayi hai, usme koi jankari nahi mil rahi. Isliye main aapke 23‑varshiya symptoms ke liye koi specific diagnosis ya treatment suggest nahi kar sakta. Aapko ek ENT specialist ya general practitioner se milne ki salah",True,,,,False,0.0,0.5,0.2,True,True,False,openai/gpt-oss-20b
P00988,,PMC6439413,edema,False,"I’m sorry, but the clinical evidence provided only discusses an allergic reaction to haem arginate in a patient with acute intermittent porphyria. It does not cover the symptoms you described (facial swelling, voice changes, joint pain, fatigue, etc.). Therefore, I cannot confirm or provide guidance on your condition based on this evidence.",True,0.3333333333333333,0.6666666666666666,0.0,True,1.0,0.5,0.0,True,True,False,openai/gpt-oss-20b
P00690,,PMC9490249,mouth_ulcers,False,"I’m sorry, but the clinical evidence provided is about a case of mucormycosis affecting the maxillary bone, and it does not cover symptoms like neck swelling, spider bite, or ear pain. Therefore, I cannot confirm or explain your current symptoms based on this evidence.",True,1.0,0.0,0.0,True,0.5,0.5,0.3333333333333333,True,True,False,openai/gpt-oss-20b
P01518,,PMC6395286,lip_swelling,False,"Mujhe aapke description se lagta hai ki aapke dikhaye gaye ganth ko sialolithiasis (minor salivary gland stone) ke roop mein confirm karna mushkil ho sakta hai, kyunki is study mein sirf buccal mucosa aur upper lip mein hi zyada pa",False,,,,False,0.5,0.0,0.0,True,True,False,openai/gpt-oss-20b
P02635,,PMC6114737,skin_rash,False,"Mujhe maaf kijiye, lekin jo clinical evidence aapne diya hai, usme HIV, rash, ya lymph node ki koi jankari nahi hai. Isliye main is baat ko confirm nahi kar sakta ki aapko ARS (Acute Retroviral Syndrome) ho sakta hai ya nahi. Agar aapko iske baare mein aur jaanch chahiye, to aapko ek HIV test karwana chahiye aur doctor se consult karna chahiye.",True,0.0,1.0,0.5,True,0.5,0.6666666666666666,0.3333333333333333,True,True,False,openai/gpt-oss-20b
P01543,,PMC7705768,swollen_tonsils,False,"Mujhe maaf kijiye, lekin jo clinical evidence aapne share ki hai usme neck ya thyroid ke kisi lump ka zikr nahi hai. Isliye main iske baare mein koi specific conclusion nahi de sakta. Agar aapko lagta hai ki aapko koi swelling ya lump feel ho raha hai, to aapko ek ENT specialist ya doctor se direct check-up karwana chahiye.",True,1.0,0.0,1.0,True,1.0,0.5,0.5,True,True,False,openai/gpt-oss-20b
P02688,,PMC9169718,skin_growth,False,"Mujhe aapke symptoms ke liye koi direct evidence nahi mila jo wisdom teeth ke extraction ke baad infection ka sanket de. Clinical evidence mein sirf ek 74 saal ke patient ki SCC aur neuropathic pain ki baat hai, koi facial swelling, fever ya post‑operative infection ka zikr nahi hai. Isliye main confirm nahi kar sakta ki aapko infection ho sakta hai. Agar aapko lagta hai ki aapko infection ho sakta hai, to turant apne dentist ya doctor se sampark karein.",True,0.75,0.25,0.25,True,0.5,1.0,0.3333333333333333,True,False,False,openai/gpt-oss-20b
P02931,,PMC10871025,knee_swelling,False,"Mujhe maaf kijiye, lekin jo clinical evidence aapne share ki hai, usme sirf 57‑varsh ki mahila ke knee aur ankle ke soft tissue masses ki baat hai. Isme aapke gale ke lymph nodes, sore throat, ya epiglottis ki koi jankari nahi hai. Isliye main aapke symptoms ke baare mein koi specific diagnosis ya advice nahi de sakta. Aapko turant ek ENT specialist ya doctor se milna chahiye.",True,0.0,1.0,0.0,True,0.5,0.5,0.1111111111111111,True,True,False,openai/gpt-oss-20b
P01597,,PMC3369844,knee_swelling,False,I cannot confirm any,True,,,,False,0.0,1.0,0.6,True,True,False,openai/gpt-oss-20b
P01333,,PMC7317322,knee_swelling,False,"Mujhe aapke gardan ke neeche jo gaanth hai, uske baare mein koi specific clinical evidence nahi mila jo aapke description se match kare. Jo evidence maine dekha, woh sirf ek 16‑year‑old ladke ke femur mein lytic lesion (LCH) ke baare mein hai. Isliye main aapke gardan ke mass ke liye koi confirmation ya diagnosis nahi de sakta. Aapko ek specialist (jaise ENT ya orthopedics) se milkar detailed check‑up karwana chahiye.",True,1.0,0.0,0.0,True,,,0.4285714285714285,True,False,False,openai/gpt-oss-20b
P00664,,PMC5463163,skin_rash,False,"Mere paas jo clinical evidence hai, usme sirf ek 28‑year‑old mahila ka neck cystic hygroma (lymphangioma) ka case hai. Isme canker sore, rheumatoid arthritis ya antibiotics ke effect ka koi zikr nahi hai. Isliye main is specific query ka jawab nahi de sakta.",True,0.0,1.0,0.0,True,0.6666666666666666,0.0,0.4,True,True,False,openai/gpt-oss-20b
P01343,,PMC5437798,foot_swelling,False,"Mujhe aapke gardan ke mamle ke baare mein koi clinical evidence nahi mila jo is case se judi ho. Isliye main is baare mein confirm nahi kar sakta. Agar aapko koi aur symptom ya concern ho, toh aap apne doctor se direct baat karein.",True,,,,False,,,1.0,False,False,True,openai/gpt-oss-20b
P02595,,PMC8188057,eye_inflammation,False,"Mere paas jo clinical evidence hai, usme sirf sarcoidosis ke case reports hain aur unme submandibular lymph node ya FNAC ke results ka koi zikr nahi hai. Isliye main confirm nahi kar sakta ki aapka lymph node “reactive” hai ya koi aur specific cause. Agar aapko aur clarity chahiye, toh aapko apne doctor se direct discuss karna hoga ya additional tests jaise imaging ya repeat FNAC karwana padega.",True,0.0,1.0,1.0,True,0.6666666666666666,1.0,0.25,True,True,True,openai/gpt-oss-20b
P00954,,PMC7282615,hand_lump,False,"I’m sorry, but the clinical evidence provided is about a 66‑year‑old woman with a bone lesion in her fifth finger, and it does not cover lymph node swelling, neck pain, or fever in a 43‑year‑old man. I cannot confirm or provide information on your symptoms based on this evidence.",True,0.0,1.0,0.0,True,0.0,0.0,0.0,True,True,False,openai/gpt-oss-20b
P00677,,PMC10907052,cyanosis,False,"Mere paas jo clinical evidence hai usme aapke gale ke glands, migraine ya wisdom tooth se judi koi information nahi hai. Isliye main confirm nahi kar sakta ki yeh sabhi problems ek dusre se judi hain. Agar aapko lagta hai ki gale ke glands ya migraine se related koi serious issue hai, toh aapko ek ENT specialist ya neurologist se consult karna chahiye.",True,,,,False,1.0,1.0,0.3333333333333333,True,True,False,openai/gpt-oss-20b
P00934,,PMC5954791,dry_scalp,False,"Mere paas jo clinical evidence hai, woh sirf cranial reconstruction ke baare mein hai, aur aapke beti ke muh, zuban, lymph node, aur naak ke dard se sambandhit koi jaankari nahi hai. Isliye main is case ke liye koi specific diagnosis ya treatment suggest nahi kar sakta. Aapko ek oral ya ENT specialist se consult karna chahiye for accurate evaluation.",True,0.0,1.0,0.0,True,0.5,,0.0,True,True,False,openai/gpt-oss-20b
P01837,,PMC3552616,dry_scalp,False,,False,,,,False,,,,True,True,False,openai/gpt-oss-20b
P01893,,PMC9872489,skin_rash,False,"Mujhe maaf kijiye, lekin jo clinical evidence aapne diya hai, usme skin pigmentation ya topical steroid use ke baare mein koi jaankari",True,,,,False,,,0.0,True,True,True,openai/gpt-oss-20b
P01832,,PMC10625818,skin_irritation,False,"Namaste! Mere paas jo clinical evidence hai, usmein sirf lip psoriasis ka case hai—dusre chehre, haath, ya kisi homeopathic gel se judi problem ka koi data nahi hai. Isliye main is specific situation ke baare mein confirm nahi kar sakta. Agar aapko lagta hai ki koi contact dermatitis ya allergy ho rahi hai, to dermatologist se consult karna behtar hoga.",True,0.5,0.5,0.0,True,0.0,0.0,0.0,True,True,False,openai/gpt-oss-20b
P02478,,PMC3320289,skin_growth,False,"Mujhe maaf kijiye, lekin aapke diye gaye clinical evidence mein drug rash, itching ya dry skin ke baare mein koi jaankari nahi hai. Isliye main is vishay par koi specific advice ya confirmation nahi de sakta. Agar aapko isse related koi samasya ho, toh kripya apne dermatologist ya primary care doctor se sampark karein.",True,0.5,0.5,0.0,True,0.0,1.0,0.0,True,True,False,openai/gpt-oss-20b
P00187,,PMC10321470,lip_swelling,False,"Mere paas jo clinical evidence hai, usme sirf Dermatix Ultra silicone gel ka use scars ke liye bataya gaya hai—kisi bhi dry scaly skin ya scalp ke liye nahi. Isliye main aapko yeh nahi keh sakta ki glycerin, rose water, ya paraffin aapke baby ke liye sahi honge. Agar aapko koi specific treatment chahiye, toh aapko ek paediatric dermatologist se consult karna chahiye.",False,,,,False,,,0.0,False,False,False,openai/gpt-oss-20b
P01912,,PMC6139234,skin_irritation,False,"Mere paas jo clinical evidence hai, usme sirf prurigo nodularis ka case hai—psoriasis ke baare mein koi data nahi hai. Isliye main moisturizers, Xerina cream, ya homeopathic treatment ke baare mein confirm nahi kar sakta. Aapke psoriasis ke liye best approach ke liye ek dermatologist se consult karna zaroori hai. Agar aapko prurigo nodularis ka experience ya similar skin issues ho, toh uske liye bhi specialist guidance lena sahi rahega.",True,,,,False,,,0.0,True,True,False,openai/gpt-oss-20b
P00824,,PMC2778822,edema,False,"Mujhe aapke bataye gaye metabolic syndrome, skin dryness, bumps, aur chronic rash ke baare mein koi clinical evidence nahi mila jo is case study se match kare. Isliye main is condition ke liye koi specific treatment ya OTC cream recommend nahi kar sakta. Agar aapko further guidance chahiye, toh please apne dermatologist ya gastroenterologist se consult karein.",True,0.0,1.0,0.0,True,0.0,,,True,True,False,openai/gpt-oss-20b
P01920,,PMC9993167,swollen_tonsils,False,,False,,,,False,0.0,0.0,0.0,True,True,False,openai/gpt-oss-20b
P01865,,PMC8152933,lip_swelling,False,"I’m sorry, but the clinical evidence provided does not cover a 19‑year‑old male with winter‑related dry skin. Therefore, I cannot confirm any specific diagnosis or treatment based on that information.",True,,,,False,,,0.5,True,True,True,openai/gpt-oss-20b
P02849,,PMC3017697,mouth_ulcers,False,"Namaste, aapke query ke liye dhanyavaad.  
Mere paas jo clinical evidence hai, woh sirf muscular dystrophy (DMD) ke patients se sambandhit hai, aur isme labia majora ya kisi bhi flesh‑colored growth ka zikr nahi hai.  
Isliye, main is specific growth ke baare mein koi clinical confirmation ya diagnosis nahi de sakta.  
Aapko iske liye ek gynecologist ya dermatologist se consult karne ki salah dunga.",True,0.0,1.0,1.0,True,0.0,1.0,1.0,True,True,False,openai/gpt-oss-20b
P01577,,PMC3873169,edema,False,"Mujhe maaf kijiye, lekin jo clinical evidence aapne di hai, usme sirf ek neurological case (M. pneumoniae se sambandhit CNS disease) ka zikr hai. Isme breast ya skin ke koi symptoms ya imaging ki jankari nahi hai. Isliye main is situation ke baare mein koi confirm karne wala jawab nahi de sakta. Agar aapko lagta hai ki aapki beti ko turant medical attention chahiye, to ek dermatologist ya urgent care (A&E) mein jaane ki salah di ja sakti hai.",True,,,,False,,1.0,0.0,True,True,False,openai/gpt-oss-20b
P01659,,PMC6881855,lip_swelling,False,,False,,,,False,,1.0,0.3333333333333333,True,True,False,openai/gpt-oss-20b
P02870,,PMC6172532,skin_growth,True,"Namaste, aapke sawal ka jawab dene ke liye mujhe maaf kijiye, lekin jo clinical evidence aapne di hai, usme foreskin, circumcision ya skin regrowth ke baare mein koi jaankari nahi hai. Isliye main is vishay par koi specific upay ya cream recommend nahi kar sakta. Agar aapko iske baare mein aur jaankari chahiye, toh aapko ek dermatologist se consult karna hoga. Dhanyavaad.",True,,,,False,1.0,,0.5,True,True,False,openai/gpt-oss-20b
P01255,,PMC9339746,lip_swelling,False,"Mere paas jo clinical evidence hai, usme aapke haath ke knuckle ki injury ya bruise ke baare mein koi jaankari nahi hai. Isliye main iske exact kaaran ya treatment ke baare mein confirm nahi kar sakta. Aapko ek general practitioner ya dermatologist se milna chahiye taaki woh physical exam karke sahi diagnosis de sake. Agar dard badhta hai ya koi infection ka sign dikhe, to turant medical help lein.",True,0.0,1.0,0.0,True,1.0,1.0,1.0,True,True,False,openai/gpt-oss-20b
P00174,,PMC2816858,knee_swelling,False,"Mere paas jo clinical evidence hai, usme aapke bete ki is situation ka koi zikr nahi hai. Isliye main is baat ko confirm nahi kar sakta ki yeh koi specific medical condition hai ya nahi. Aapko isko doctor ke paas le jana chahiye, taaki wo physical check-up karke proper diagnosis aur treatment de sake.",True,,,,False,0.0,0.0,0.5,True,True,False,openai/gpt-oss-20b
P00890,,PMC8152933,edema,False,"Mujhe aapke sawal ka jawab dene ke liye jo clinical evidence di gayi hai, usme aise koi details nahi hain jo aapke boyfriend ke penis par growth ya aapke labia ke symptoms se sambandhit ho. Isliye main is condition ke baare mein kuch confirm nahi kar sakta. Agar aapko lagta hai ki ye herpes ya koi aur sexually transmitted infection ho sakta hai, to aapko ek dermatologist ya urologist se milna chahiye aur proper tests karwane chahiye.",True,0.0,1.0,0.0,True,0.5,0.5,0.5,True,True,True,openai/gpt-oss-20b
P01571,,PMC10583501,hand_lump,False,आपके द्वारा बताई गई लक्षण—पीठ में तेज,False,,,,False,1.0,1.0,0.1666666666666666,True,True,False,openai/gpt-oss-20b
P01668,,PMC4677578,eye_redness,False,"Mujhe maaf kijiye, lekin aapke diye gaye clinical evidence mein sirf aankhon ki fungal infection aur uske treatment ki baat hai. Isme koi head trauma, swelling, ya skin abnormality ka zikr nahi hai. Isliye main is marble‑size hard lump ke baare mein koi confirmation ya advice nahi de sakta. Agar aapko iske baare mein concern hai, toh direct dermatologist ya doctor se consult karna behtar hoga.",True,0.6666666666666666,0.3333333333333333,0.0,True,,1.0,,True,True,True,openai/gpt-oss-20b
P00825,,PMC7333052,foot_swelling,False,"Mere paas jo clinical evidence hai, usme aapke husband ki lung cancer ya aspergillus infection ke baare mein koi jaankari nahi hai. Isliye main is baat ko confirm ya deny nahi kar sakta. Agar aapko is topic par detailed guidance chahiye, to kripya apne doctor se direct consult karein.",True,0.5,0.5,0.5,True,1.0,0.5,0.2,True,True,False,openai/gpt-oss-20b
P01241,,PMC4125372,skin_growth,True,"Mujhe maaf kijiye, lekin jo clinical evidence aapne di hai, usme sirf 56 saal ke ek male patient ki nasopharyngeal cancer aur uske radiotherapy/chemotherapy ke baare mein jaankari hai. Is evidence se aapki maa ki halat, girne, sir ka ghaav, ya unke symptoms ke baare mein koi information nahi milti. Isliye main is case ke liye koi specific medical advice nahi de sakta. Agar aapko turant medical help chahiye, to kripya apne local doctor ya emergency service se sampark karein.",True,1.0,0.0,0.0,True,1.0,,1.0,True,True,False,openai/gpt-oss-20b
P00819,,PMC4802555,skin_dryness,False,"मैं इस लक्षण के बारे में निश्चित नहीं कह सकता क्योंकि उपलब्ध क्लिनिकल साक्ष्य में इसी तरह के दाने या लाल-बैंगनी खुजली वाले रैश का उल्लेख नहीं है। यदि यह त्वचा पर लाल गांठें या पर्पल धब्बे हैं, तो यह किसी अन्य त्वचा स्थिति या दवा के साइड इफेक्ट हो सकते हैं, पर हमें आपके इतिहास और जांच के आधार पर ही सही निदान करना होगा। कृपया त्वचा विशेषज्ञ से मिलकर जांच कराएं।",False,,,,False,,,,False,False,False,openai/gpt-oss-20b
P00157,,PMC3235721,neck_swelling,False,"I’m sorry, but the clinical evidence provided is about a 56‑year‑old male with laryngeal squamous cell carcinoma and its recurrence, and it does not contain any information regarding vaginal conditions in infants or children. Therefore, I cannot confirm or provide guidance on your daughter’s vaginal redness or pain based on this evidence.",True,0.3333333333333333,0.6666666666666666,0.0,True,,0.0,0.3333333333333333,True,True,False,openai/gpt-oss-20b
P00164,,PMC6240725,hand_lump,False,"Mujhe maaf kijiye, lekin jo clinical evidence aapne di hai woh ek 10‑year‑old ladki ke median aur ulnar nerve",True,,,,False,,1.0,0.3333333333333333,True,False,False,openai/gpt-oss-20b
P00873,,PMC4862798,skin_rash,False,"Mujhe maaf kijiye, lekin jo clinical evidence aapne di hai, usme sirf Hydroa vacciniforme ke baare mein jaankari hai—ek rare photodermatosis jo bachpan mein hoti hai aur sun exposure ke baad vesicular rash aur scars ka karan banti hai. Aapke symptoms (kaan dard, cough, weight loss, joint pain) aur jo antibiotics/antiviral aapko diye gaye hain, unka koi sambandh is evidence mein nahi hai. Isliye main iske baare mein koi confirm karne wala jawab",True,0.5,0.5,0.5,True,,0.0,0.1666666666666666,True,True,False,openai/gpt-oss-20b
P00160,,PMC11063376,dry_scalp,False,"Mujhe aapke bachche ki skin ki problem ke baare mein koi clinical evidence nahi mila jo is case study se match kare. Isliye main is specific condition ke liye koi confirmable advice nahi de sakta. Aapko dermatologist ya pediatrician se consult karna chahiye. Agar aapko aur information chahiye, toh main general medical guidelines ke",True,,,,False,0.3333333333333333,1.0,0.5,False,True,False,openai/gpt-oss-20b
P00166,,PMC8173053,hand_lump,False,"Mere paas jo clinical evidence hai, usme aapke bacche ki cheek rash ya allergy ke baare mein koi jaankari nahi hai. Isliye main yeh confirm nahi kar sakta ki iska karan kya ho sakta hai ya kaise thik kiya jaaye. Agar aapko lagta hai ki koi allergic reaction ho sakti hai, to doctor se consult karna behtar hoga.",True,0.0,1.0,0.5,True,0.5,0.5,0.5,True,True,False,openai/gpt-oss-20b
P02969,,PMC5987242,edema,False,Mujhe aapke scrotum ke rash ke baare mein koi clinical evidence nahi mila. Isliye main iske baare mein koi specific advice nahi de sakta. Aapko doctor se direct consult karna chahiye.,True,0.0,1.0,1.0,True,0.5,1.0,0.8333333333333334,True,True,False,openai/gpt-oss-20b
