sample_id,query_hinglish,report_id,report_text,cmi_bucket
OPENI_0335,"Doctor, right/left chest side me pani ya fluid hai kya? Cough fever ke symptoms bhi chal rahe hai. Thoda simple samjhao.",O005,Moderate right pleural effusion with compressive atelectasis.,medium
OPENI_0336,"Kya report me pneumonia ya infection ka sign hai? Heart beat fast lag rahi hai, chest pressure bhi hai.",O006,Dense right lower lobe consolidation with air bronchograms.,low
OPENI_0337,"Please explain: Doctor, right/left chest side me pani ya fluid hai kya? jaldi batao.",O001,Right-sided pleural effusion is present. Heart size is within normal limits.,high
OPENI_0338,"Kya report me pneumonia ya infection ka sign hai? Heart beat fast lag rahi hai, chest pressure bhi hai. Thoda simple samjhao.",O002,"Left lower lobe consolidation is noted, suspicious for pneumonia.",medium
OPENI_0339,"Doctor, Dil ka size bada dikh raha hai kyaa? Cough fever ke symptoms bhi chal rahe hai. jaldi batao.",O003,Mild cardiomegaly with pulmonary vascular congestion.,high
OPENI_0340,"Please explain: Doctor, Report me koi acute issue nahi hai kya? Mujhe khansi aur bukhar bhi hai.",O004,No acute cardiopulmonary abnormality detected.,low
OPENI_0341,"Doctor, right/left chest side me pani ya fluid hai kya?",O005,Moderate right pleural effusion with compressive atelectasis.,low
OPENI_0342,ky report me pneumonia ya infection ka sign hai? jaldi batao.,O006,Dense right lower lobe consolidation with air bronchograms.,high
OPENI_0343,"Please explain: Doctor, right/left chest side me pani ya fluid hai kya? Dil se related issue ka doubt bhi hai. jaldi batao.",O001,Right-sided pleural effusion is present. Heart size is within normal limits.,high
OPENI_0344,"Kya report me pneumonia ya infection ka sign hai? Heart beat fast lag rahi hai, chest pressure bhi hai. jaldi batao.",O002,"Left lower lobe consolidation is noted, suspicious for pneumonia.",high
OPENI_0345,"Doctor, Dil ka size bada dikh raha hai kya? Mujhe khansi aur bukhar bhi hai.",O003,Mild cardiomegaly with pulmonary vascular congestion.,low
OPENI_0346,"Please explain: Doctor, Report me koi acute issue nahi hai kya? Mujhe khansi aur bukhar bhi hai. Thoda simple samjhao.",O004,No acute cardiopulmonary abnormality detected.,medium
OPENI_0347,"Doctor, Doctor, right/left chest side me pani ya fluid hai kya? Cough fever ke symptoms bhi chal rahe hai. Thoda simple samjhao.",O005,Moderate right pleural effusion with compressive atelectasis.,medium
OPENI_0348,"Doctor, Kya rprt me pneumonia ya infection ka sign hai? Thoda simple samjhao.",O006,Dense right lower lobe consolidation with air bronchograms.,medium
OPENI_0349,"Doctor, Doctor, right/left chest side me pani ya fluid hai ky? jaldi batao.",O001,Right-sided pleural effusion is present. Heart size is within normal limits.,high
OPENI_0350,"Doctor, Kya rprt me pneumonia ya infxn ka sign hai? Heart beat fast lag rahi hai, chest pressure bhi hai. Thoda simple samjhao.",O002,"Left lower lobe consolidation is noted, suspicious for pneumonia.",medium
OPENI_0351,"Doctor, Dil ka size bada dikh raha hai kya? Thoda simple samjhao.",O003,Mild cardiomegaly with pulmonary vascular congestion.,medium
OPENI_0352,"Doctor, Report me koi acute issue nahi hai kya? Heart beat fast lag rahi hai, chest pressure bhi hai. Thoda simple samjhao.",O004,No acute cardiopulmonary abnormality detected.,medium
OPENI_0353,"Please explain: Doctor, right/left chest side me pani ya fluid hai kya? Mujhe khansi aur bukhar bhi hai. Dil se related issue ka doubt bhi hai. jaldi batao.",O005,Moderate right pleural effusion with compressive atelectasis.,high
OPENI_0354,"Kya rprt me pneumonia ya infection ka sign hai? Heart beat fast lag rahi hai, chest pressure bhi hai. Thoda simple samjhao.",O006,Dense right lower lobe consolidation with air bronchograms.,medium
OPENI_0355,"Doctor, Doctor, right/left chest side me pani ya fluid hai ky? jaldi batao.",O001,Right-sided pleural effusion is present. Heart size is within normal limits.,high
OPENI_0356,Kya report me pneumonia ya infection ka sign hai? Thoda simple samjhao.,O002,"Left lower lobe consolidation is noted, suspicious for pneumonia.",medium
OPENI_0357,Dil ka size bada dikh raha hai kya? Thoda simple samjhao.,O003,Mild cardiomegaly with pulmonary vascular congestion.,medium
OPENI_0358,"Doctor, Report me koi acute issue nahi hai kya? Cough fever ke symptoms bhi chal rahe hai.",O004,No acute cardiopulmonary abnormality detected.,low
OPENI_0359,"Doctor, Doctor, right/left chest side me pani ya fluid hai kya? Mujhe khansi aur bukhar bhi hai. jaldi batao.",O005,Moderate right pleural effusion with compressive atelectasis.,high
OPENI_0360,"Kya repot me pneumonia ya infection ka sign hai? Heart beat fast lag rahi hai, chest pressure bhi hai. jaldi batao.",O006,Dense right lower lobe consolidation with air bronchograms.,high
OPENI_0361,"Doctor, Doctor, right/left chest side me pani ya fluid hai kya? Cough fever ke symptoms bhi chal rahe hai. Thoda simple samjhao.",O001,Right-sided pleural effusion is present. Heart size is within normal limits.,medium
OPENI_0362,"Please explain: Doctor, kya report me pneumonia ya infection ka sign hai? jaldi batao.",O002,"Left lower lobe consolidation is noted, suspicious for pneumonia.",high
OPENI_0363,"Please explain: Doctor, Dil ka size bada dikh raha hai kyaa? Mujhe khansi aur bukhar bhi hai. Thoda simple samjhao.",O003,Mild cardiomegaly with pulmonary vascular congestion.,medium
OPENI_0364,repot me koi acute issue nahi hai kya? Cough fever ke symptoms bhi chal rahe hai. Dil se related issue ka doubt bhi hai. Thoda simple samjhao.,O004,No acute cardiopulmonary abnormality detected.,medium
OPENI_0365,"Please explain: Doctor, Doctor, right/left chest side me pani ya fluid hai kyaa?",O005,Moderate right pleural effusion with compressive atelectasis.,low
OPENI_0366,Kya report me pneumonia ya infxn ka sign hai?,O006,Dense right lower lobe consolidation with air bronchograms.,low
OPENI_0367,"Please explain: Doctor, right/left chest side me pani ya fluid hai kya? Mujhe khansi aur bukhar bhi hai.",O001,Right-sided pleural effusion is present. Heart size is within normal limits.,low
OPENI_0368,Please explain: kyaa report me pneumonia ya infection ka sign hai?,O002,"Left lower lobe consolidation is noted, suspicious for pneumonia.",low
OPENI_0369,Dil ka size bada dikh raha hai kyaa? Cough fever ke symptoms bhi chal rahe hai.,O003,Mild cardiomegaly with pulmonary vascular congestion.,low
OPENI_0370,Please explain: report me koi acute issue nahi hai kya?,O004,No acute cardiopulmonary abnormality detected.,low
OPENI_0371,"Doctor, right/left chest side me pani ya fluid hai kya? Mujhe khansi aur bukhar bhi hai. Heart beat fast lag rahi hai, chest pressure bhi hai. jaldi batao.",O005,Moderate right pleural effusion with compressive atelectasis.,high
OPENI_0372,"Please explain: Doctor, Kya report me pneumonia ya infection ka sign hai? Thoda simple samjhao.",O006,Dense right lower lobe consolidation with air bronchograms.,medium
OPENI_0373,"Doctor, right/left chest side me pani ya fluid hai kyaa?",O001,Right-sided pleural effusion is present. Heart size is within normal limits.,low
OPENI_0374,Kya rprt me pneumonia ya infec ka sign hai? jaldi batao.,O002,"Left lower lobe consolidation is noted, suspicious for pneumonia.",high
OPENI_0375,Please explain: Dil ka size bada dikh raha hai ky? Thoda simple samjhao.,O003,Mild cardiomegaly with pulmonary vascular congestion.,medium
OPENI_0376,"Doctor, repot me koi acute issue nahi hai kyaa? Mujhe khansi aur bukhar bhi hai. Dil se related issue ka doubt bhi hai.",O004,No acute cardiopulmonary abnormality detected.,low
OPENI_0377,"Doctor, right/left chest side me pani ya fluid hai kya? Heart beat fast lag rahi hai, chest pressure bhi hai.",O005,Moderate right pleural effusion with compressive atelectasis.,low
OPENI_0378,"Kya report me pneumonia ya infection ka sign hai? Heart beat fast lag rahi hai, chest pressure bhi hai.",O006,Dense right lower lobe consolidation with air bronchograms.,low
OPENI_0379,"Doctor, right/left chest side me pani ya fluid hai kyaa? Heart beat fast lag rahi hai, chest pressure bhi hai. jaldi batao.",O001,Right-sided pleural effusion is present. Heart size is within normal limits.,high
OPENI_0380,"Doctor, kya report me pneumonia ya infection ka sign hai?",O002,"Left lower lobe consolidation is noted, suspicious for pneumonia.",low
OPENI_0381,Dil ka size bada dikh raha hai kya? Cough fever ke symptoms bhi chal rahe hai.,O003,Mild cardiomegaly with pulmonary vascular congestion.,low
OPENI_0382,"Doctor, Report me koi acute issue nahi hai kya? Thoda simple samjhao.",O004,No acute cardiopulmonary abnormality detected.,medium
OPENI_0383,"Doctor, Doctor, right/left chest side me pani ya fluid hai kyaa? Thoda simple samjhao.",O005,Moderate right pleural effusion with compressive atelectasis.,medium
OPENI_0384,kya report me pneumonia ya infection ka sign hai? Thoda simple samjhao.,O006,Dense right lower lobe consolidation with air bronchograms.,medium
OPENI_0385,"Doctor, right/left chest side me pani ya fluid hai ky? Thoda simple samjhao.",O001,Right-sided pleural effusion is present. Heart size is within normal limits.,medium
OPENI_0386,ky report me pneumonia ya infection ka sign hai? jaldi batao.,O002,"Left lower lobe consolidation is noted, suspicious for pneumonia.",high
OPENI_0387,Dil ka size bada dikh raha hai kya? Mujhe khansi aur bukhar bhi hai. jaldi batao.,O003,Mild cardiomegaly with pulmonary vascular congestion.,high
OPENI_0388,Report me koi acute issue nahi hai ky? Dil se related issue ka doubt bhi hai. jaldi batao.,O004,No acute cardiopulmonary abnormality detected.,high
OPENI_0389,"Doctor, Doctor, right/left chest side me pani ya fluid hai kya? Mujhe khansi aur bukhar bhi hai. Thoda simple samjhao.",O005,Moderate right pleural effusion with compressive atelectasis.,medium
OPENI_0390,"Doctor, kyaa report me pneumonia ya infection ka sign hai? Dil se related issue ka doubt bhi hai. Thoda simple samjhao.",O006,Dense right lower lobe consolidation with air bronchograms.,medium
OPENI_0391,"Doctor, right/left chest side me pani ya fluid hai kya? Mujhe khansi aur bukhar bhi hai. Thoda simple samjhao.",O001,Right-sided pleural effusion is present. Heart size is within normal limits.,medium
OPENI_0392,Kya report me pneumonia ya infection ka sign hai? jaldi batao.,O002,"Left lower lobe consolidation is noted, suspicious for pneumonia.",high
OPENI_0393,"Doctor, Dil ka size bada dikh raha hai kya? Mujhe khansi aur bukhar bhi hai.",O003,Mild cardiomegaly with pulmonary vascular congestion.,low
OPENI_0394,rprt me koi acute issue nahi hai kya? Mujhe khansi aur bukhar bhi hai.,O004,No acute cardiopulmonary abnormality detected.,low
OPENI_0395,"Please explain: Doctor, right/left chest side me pani ya fluid hai kyaa? Thoda simple samjhao.",O005,Moderate right pleural effusion with compressive atelectasis.,medium
OPENI_0396,Please explain: Kya repot me pneumonia ya infection ka sign hai? Dil se related issue ka doubt bhi hai.,O006,Dense right lower lobe consolidation with air bronchograms.,low
OPENI_0397,"Doctor, Doctor, right/left chest side me pani ya fluid hai kya? Thoda simple samjhao.",O001,Right-sided pleural effusion is present. Heart size is within normal limits.,medium
OPENI_0398,"Doctor, Kya report me pneumonia ya infection ka sign hai? Heart beat fast lag rahi hai, chest pressure bhi hai. Thoda simple samjhao.",O002,"Left lower lobe consolidation is noted, suspicious for pneumonia.",medium
OPENI_0399,"Doctor, Dil ka size bada dikh raha hai ky?",O003,Mild cardiomegaly with pulmonary vascular congestion.,low
OPENI_0400,"Doctor, report me koi acute issue nahi hai kya? Thoda simple samjhao.",O004,No acute cardiopulmonary abnormality detected.,medium
OPENI_0401,"Doctor, Doctor, right/left chest side me pani ya fluid hai kya? Thoda simple samjhao.",O005,Moderate right pleural effusion with compressive atelectasis.,medium
OPENI_0402,Kya repot me pneumonia ya infection ka sign hai? jaldi batao.,O006,Dense right lower lobe consolidation with air bronchograms.,high
OPENI_0403,"Please explain: Doctor, right/left chest side me pani ya fluid hai kya? Thoda simple samjhao.",O001,Right-sided pleural effusion is present. Heart size is within normal limits.,medium
OPENI_0404,"Doctor, ky report me pneumonia ya infection ka sign hai? Dil se related issue ka doubt bhi hai. Thoda simple samjhao.",O002,"Left lower lobe consolidation is noted, suspicious for pneumonia.",medium
OPENI_0405,Dil ka size bada dikh raha hai kya? Cough fever ke symptoms bhi chal rahe hai. jaldi batao.,O003,Mild cardiomegaly with pulmonary vascular congestion.,high
OPENI_0406,report me koi acute issue nahi hai kya? jaldi batao.,O004,No acute cardiopulmonary abnormality detected.,high
OPENI_0407,"Doctor, right/left chest side me pani ya fluid hai kyaa? Thoda simple samjhao.",O005,Moderate right pleural effusion with compressive atelectasis.,medium
OPENI_0408,"Doctor, kya report me pneumonia ya infection ka sign hai?",O006,Dense right lower lobe consolidation with air bronchograms.,low
OPENI_0409,"Doctor, Doctor, right/left chest side me pani ya fluid hai ky?",O001,Right-sided pleural effusion is present. Heart size is within normal limits.,low
OPENI_0410,"Doctor, Kya report me pneumonia ya infection ka sign hai? Dil se related issue ka doubt bhi hai.",O002,"Left lower lobe consolidation is noted, suspicious for pneumonia.",low
OPENI_0411,Dil ka size bada dikh raha hai kyaa? Cough fever ke symptoms bhi chal rahe hai. Thoda simple samjhao.,O003,Mild cardiomegaly with pulmonary vascular congestion.,medium
OPENI_0412,"Please explain: Doctor, Report me koi acute issue nahi hai kya?",O004,No acute cardiopulmonary abnormality detected.,low
OPENI_0413,"Please explain: Doctor, Doctor, right/left chest side me pani ya fluid hai kya? jaldi batao.",O005,Moderate right pleural effusion with compressive atelectasis.,high
OPENI_0414,Please explain: kyaa report me pneumonia ya infection ka sign hai? jaldi batao.,O006,Dense right lower lobe consolidation with air bronchograms.,high
OPENI_0415,"Doctor, Doctor, right/left chest side me pani ya fluid hai ky? Thoda simple samjhao.",O001,Right-sided pleural effusion is present. Heart size is within normal limits.,medium
OPENI_0416,Please explain: Kya report me pneumonia ya infection ka sign hai?,O002,"Left lower lobe consolidation is noted, suspicious for pneumonia.",low
OPENI_0417,"Please explain: Doctor, Dil ka size bada dikh raha hai kyaa? Cough fever ke symptoms bhi chal rahe hai. jaldi batao.",O003,Mild cardiomegaly with pulmonary vascular congestion.,high
OPENI_0418,repot me koi acute issue nahi hai kya? Mujhe khansi aur bukhar bhi hai.,O004,No acute cardiopulmonary abnormality detected.,low
OPENI_0419,"Please explain: Doctor, right/left chest side me pani ya fluid hai kya? Mujhe khansi aur bukhar bhi hai. Thoda simple samjhao.",O005,Moderate right pleural effusion with compressive atelectasis.,medium
OPENI_0420,"Doctor, kya report me pneumonia ya infection ka sign hai? Thoda simple samjhao.",O006,Dense right lower lobe consolidation with air bronchograms.,medium
OPENI_0421,"Doctor, Doctor, right/left chest side me pani ya fluid hai kya? Mujhe khansi aur bukhar bhi hai. Thoda simple samjhao.",O001,Right-sided pleural effusion is present. Heart size is within normal limits.,medium
OPENI_0422,kyaa repot me pneumonia ya infec ka sign hai?,O002,"Left lower lobe consolidation is noted, suspicious for pneumonia.",low
OPENI_0423,Dil ka size bada dikh raha hai kya? Thoda simple samjhao.,O003,Mild cardiomegaly with pulmonary vascular congestion.,medium
OPENI_0424,"Doctor, Report me koi acute issue nahi hai kya? Mujhe khansi aur bukhar bhi hai. Thoda simple samjhao.",O004,No acute cardiopulmonary abnormality detected.,medium
OPENI_0425,"Doctor, right/left chest side me pani ya fluid hai kya? Cough fever ke symptoms bhi chal rahe hai. Thoda simple samjhao.",O005,Moderate right pleural effusion with compressive atelectasis.,medium
OPENI_0426,"Please explain: Doctor, kyaa report me pneumonia ya infec ka sign hai?",O006,Dense right lower lobe consolidation with air bronchograms.,low
OPENI_0427,"Doctor, Doctor, right/left chest side me pani ya fluid hai kya? Mujhe khansi aur bukhar bhi hai. Dil se related issue ka doubt bhi hai. Thoda simple samjhao.",O001,Right-sided pleural effusion is present. Heart size is within normal limits.,medium
OPENI_0428,"Doctor, Kya report me pneumonia ya infection ka sign hai? Thoda simple samjhao.",O002,"Left lower lobe consolidation is noted, suspicious for pneumonia.",medium
OPENI_0429,"Doctor, Dil ka size bada dikh raha hai kya? Mujhe khansi aur bukhar bhi hai. jaldi batao.",O003,Mild cardiomegaly with pulmonary vascular congestion.,high
OPENI_0430,rprt me koi acute issue nahi hai kya?,O004,No acute cardiopulmonary abnormality detected.,low
OPENI_0431,"Doctor, Doctor, right/left chest side me pani ya fluid hai kyaa? Mujhe khansi aur bukhar bhi hai. Heart beat fast lag rahi hai, chest pressure bhi hai. Thoda simple samjhao.",O005,Moderate right pleural effusion with compressive atelectasis.,medium
OPENI_0432,"Doctor, Kya report me pneumonia ya infection ka sign hai? Heart beat fast lag rahi hai, chest pressure bhi hai.",O006,Dense right lower lobe consolidation with air bronchograms.,low
OPENI_0433,"Please explain: Doctor, right/left chest side me pani ya fluid hai kya?",O001,Right-sided pleural effusion is present. Heart size is within normal limits.,low
OPENI_0434,Please explain: ky report me pneumonia ya infection ka sign hai? jaldi batao.,O002,"Left lower lobe consolidation is noted, suspicious for pneumonia.",high
OPENI_0435,Dil ka size bada dikh raha hai kya? Thoda simple samjhao.,O003,Mild cardiomegaly with pulmonary vascular congestion.,medium
OPENI_0436,"Doctor, Report me koi acute issue nahi hai kya? jaldi batao.",O004,No acute cardiopulmonary abnormality detected.,high
OPENI_0437,"Doctor, right/left chest side me pani ya fluid hai kya? Cough fever ke symptoms bhi chal rahe hai. Thoda simple samjhao.",O005,Moderate right pleural effusion with compressive atelectasis.,medium
OPENI_0438,kyaa report me pneumonia ya infection ka sign hai? Dil se related issue ka doubt bhi hai. jaldi batao.,O006,Dense right lower lobe consolidation with air bronchograms.,high
OPENI_0439,"Please explain: Doctor, Doctor, right/left chest side me pani ya fluid hai kyaa? Heart beat fast lag rahi hai, chest pressure bhi hai. Thoda simple samjhao.",O001,Right-sided pleural effusion is present. Heart size is within normal limits.,medium
OPENI_0440,"Doctor, Kya rprt me pneumonia ya infection ka sign hai? jaldi batao.",O002,"Left lower lobe consolidation is noted, suspicious for pneumonia.",high
OPENI_0441,"Doctor, Dil ka size bada dikh raha hai ky? Cough fever ke symptoms bhi chal rahe hai.",O003,Mild cardiomegaly with pulmonary vascular congestion.,low
OPENI_0442,Report me koi acute issue nahi hai kya? Cough fever ke symptoms bhi chal rahe hai. Thoda simple samjhao.,O004,No acute cardiopulmonary abnormality detected.,medium
OPENI_0443,"Please explain: Doctor, Doctor, right/left chest side me pani ya fluid hai kya? Cough fever ke symptoms bhi chal rahe hai. Dil se related issue ka doubt bhi hai. Thoda simple samjhao.",O005,Moderate right pleural effusion with compressive atelectasis.,medium
OPENI_0444,"Doctor, Kya rprt me pneumonia ya infection ka sign hai? jaldi batao.",O006,Dense right lower lobe consolidation with air bronchograms.,high
OPENI_0445,"Doctor, right/left chest side me pani ya fluid hai kya? Cough fever ke symptoms bhi chal rahe hai. Thoda simple samjhao.",O001,Right-sided pleural effusion is present. Heart size is within normal limits.,medium
OPENI_0446,"kya report me pneumonia ya infection ka sign hai? Heart beat fast lag rahi hai, chest pressure bhi hai.",O002,"Left lower lobe consolidation is noted, suspicious for pneumonia.",low
OPENI_0447,"Please explain: Doctor, Dil ka size bada dikh raha hai kya?",O003,Mild cardiomegaly with pulmonary vascular congestion.,low
OPENI_0448,Report me koi acute issue nahi hai ky? jaldi batao.,O004,No acute cardiopulmonary abnormality detected.,high
OPENI_0449,"Doctor, Doctor, right/left chest side me pani ya fluid hai kya? Cough fever ke symptoms bhi chal rahe hai. jaldi batao.",O005,Moderate right pleural effusion with compressive atelectasis.,high
OPENI_0450,"Please explain: Doctor, kyaa report me pneumonia ya infection ka sign hai? jaldi batao.",O006,Dense right lower lobe consolidation with air bronchograms.,high
OPENI_0451,"Doctor, right/left chest side me pani ya fluid hai kya? Mujhe khansi aur bukhar bhi hai. jaldi batao.",O001,Right-sided pleural effusion is present. Heart size is within normal limits.,high
OPENI_0452,"Doctor, Kya rprt me pneumonia ya infection ka sign hai? Thoda simple samjhao.",O002,"Left lower lobe consolidation is noted, suspicious for pneumonia.",medium
OPENI_0453,Dil ka size bada dikh raha hai kya? Mujhe khansi aur bukhar bhi hai. jaldi batao.,O003,Mild cardiomegaly with pulmonary vascular congestion.,high
OPENI_0454,"rprt me koi acute issue nahi hai kya? Mujhe khansi aur bukhar bhi hai. Heart beat fast lag rahi hai, chest pressure bhi hai. Thoda simple samjhao.",O004,No acute cardiopulmonary abnormality detected.,medium
OPENI_0455,"Doctor, right/left chest side me pani ya fluid hai kya? Mujhe khansi aur bukhar bhi hai.",O005,Moderate right pleural effusion with compressive atelectasis.,low
OPENI_0456,"Doctor, kya report me pneumonia ya infec ka sign hai? Heart beat fast lag rahi hai, chest pressure bhi hai. Thoda simple samjhao.",O006,Dense right lower lobe consolidation with air bronchograms.,medium
OPENI_0457,"Doctor, Doctor, right/left chest side me pani ya fluid hai kya? jaldi batao.",O001,Right-sided pleural effusion is present. Heart size is within normal limits.,high
OPENI_0458,"Kya report me pneumonia ya infection ka sign hai? Heart beat fast lag rahi hai, chest pressure bhi hai.",O002,"Left lower lobe consolidation is noted, suspicious for pneumonia.",low
OPENI_0459,Please explain: Dil ka size bada dikh raha hai kya? Mujhe khansi aur bukhar bhi hai. Thoda simple samjhao.,O003,Mild cardiomegaly with pulmonary vascular congestion.,medium
OPENI_0460,"repot me koi acute issue nahi hai kya? Heart beat fast lag rahi hai, chest pressure bhi hai. Thoda simple samjhao.",O004,No acute cardiopulmonary abnormality detected.,medium
OPENI_0461,"Doctor, Doctor, right/left chest side me pani ya fluid hai kya? jaldi batao.",O005,Moderate right pleural effusion with compressive atelectasis.,high
OPENI_0462,kyaa report me pneumonia ya infection ka sign hai? jaldi batao.,O006,Dense right lower lobe consolidation with air bronchograms.,high
OPENI_0463,"Doctor, Doctor, right/left chest side me pani ya fluid hai kya? Thoda simple samjhao.",O001,Right-sided pleural effusion is present. Heart size is within normal limits.,medium
OPENI_0464,Kya report me pneumonia ya infection ka sign hai? Dil se related issue ka doubt bhi hai.,O002,"Left lower lobe consolidation is noted, suspicious for pneumonia.",low
OPENI_0465,"Doctor, Dil ka size bada dikh raha hai kyaa? Mujhe khansi aur bukhar bhi hai. jaldi batao.",O003,Mild cardiomegaly with pulmonary vascular congestion.,high
OPENI_0466,Please explain: Report me koi acute issue nahi hai kya? Cough fever ke symptoms bhi chal rahe hai. jaldi batao.,O004,No acute cardiopulmonary abnormality detected.,high
OPENI_0467,"Doctor, Doctor, right/left chest side me pani ya fluid hai kya? jaldi batao.",O005,Moderate right pleural effusion with compressive atelectasis.,high
OPENI_0468,Kya repot me pneumonia ya infection ka sign hai? Thoda simple samjhao.,O006,Dense right lower lobe consolidation with air bronchograms.,medium
OPENI_0469,"Please explain: Doctor, Doctor, right/left chest side me pani ya fluid hai kya? Cough fever ke symptoms bhi chal rahe hai. jaldi batao.",O001,Right-sided pleural effusion is present. Heart size is within normal limits.,high
OPENI_0470,Please explain: Kya report me pneumonia ya infection ka sign hai? jaldi batao.,O002,"Left lower lobe consolidation is noted, suspicious for pneumonia.",high
OPENI_0471,"Doctor, Dil ka size bada dikh raha hai kya?",O003,Mild cardiomegaly with pulmonary vascular congestion.,low
OPENI_0472,Report me koi acute issue nahi hai kya?,O004,No acute cardiopulmonary abnormality detected.,low
OPENI_0473,"Please explain: Doctor, right/left chest side me pani ya fluid hai ky? Mujhe khansi aur bukhar bhi hai. Dil se related issue ka doubt bhi hai. Thoda simple samjhao.",O005,Moderate right pleural effusion with compressive atelectasis.,medium
OPENI_0474,"Please explain: Doctor, kya rprt me pneumonia ya infxn ka sign hai? Dil se related issue ka doubt bhi hai. Thoda simple samjhao.",O006,Dense right lower lobe consolidation with air bronchograms.,medium
OPENI_0475,"Doctor, right/left chest side me pani ya fluid hai kya? Mujhe khansi aur bukhar bhi hai. Thoda simple samjhao.",O001,Right-sided pleural effusion is present. Heart size is within normal limits.,medium
OPENI_0476,"Please explain: Doctor, kya report me pneumonia ya infection ka sign hai? Thoda simple samjhao.",O002,"Left lower lobe consolidation is noted, suspicious for pneumonia.",medium
OPENI_0477,"Doctor, Dil ka size bada dikh raha hai kya? Cough fever ke symptoms bhi chal rahe hai.",O003,Mild cardiomegaly with pulmonary vascular congestion.,low
OPENI_0478,report me koi acute issue nahi hai kya? Dil se related issue ka doubt bhi hai. jaldi batao.,O004,No acute cardiopulmonary abnormality detected.,high
OPENI_0479,"Doctor, right/left chest side me pani ya fluid hai kya? Mujhe khansi aur bukhar bhi hai. Thoda simple samjhao.",O005,Moderate right pleural effusion with compressive atelectasis.,medium
OPENI_0480,"Kya rprt me pneumonia ya infection ka sign hai? Heart beat fast lag rahi hai, chest pressure bhi hai.",O006,Dense right lower lobe consolidation with air bronchograms.,low
OPENI_0481,"Doctor, Doctor, right/left chest side me pani ya fluid hai ky? Cough fever ke symptoms bhi chal rahe hai. Thoda simple samjhao.",O001,Right-sided pleural effusion is present. Heart size is within normal limits.,medium
OPENI_0482,"Doctor, Kya rprt me pneumonia ya infection ka sign hai? Thoda simple samjhao.",O002,"Left lower lobe consolidation is noted, suspicious for pneumonia.",medium
OPENI_0483,"Doctor, Dil ka size bada dikh raha hai kyaa? Cough fever ke symptoms bhi chal rahe hai.",O003,Mild cardiomegaly with pulmonary vascular congestion.,low
OPENI_0484,"Doctor, repot me koi acute issue nahi hai kya? Heart beat fast lag rahi hai, chest pressure bhi hai.",O004,No acute cardiopulmonary abnormality detected.,low
OPENI_0485,"Please explain: Doctor, Doctor, right/left chest side me pani ya fluid hai kya? Dil se related issue ka doubt bhi hai. jaldi batao.",O005,Moderate right pleural effusion with compressive atelectasis.,high
OPENI_0486,"Please explain: Doctor, Kya report me pneumonia ya infec ka sign hai? Thoda simple samjhao.",O006,Dense right lower lobe consolidation with air bronchograms.,medium
OPENI_0487,"Please explain: Doctor, right/left chest side me pani ya fluid hai kya? jaldi batao.",O001,Right-sided pleural effusion is present. Heart size is within normal limits.,high
OPENI_0488,"Please explain: Doctor, Kya rprt me pneumonia ya infxn ka sign hai? Thoda simple samjhao.",O002,"Left lower lobe consolidation is noted, suspicious for pneumonia.",medium
OPENI_0489,"Doctor, Dil ka size bada dikh raha hai kya? Mujhe khansi aur bukhar bhi hai. Thoda simple samjhao.",O003,Mild cardiomegaly with pulmonary vascular congestion.,medium
OPENI_0490,Report me koi acute issue nahi hai kya? Thoda simple samjhao.,O004,No acute cardiopulmonary abnormality detected.,medium
OPENI_0491,"Doctor, right/left chest side me pani ya fluid hai kya? Thoda simple samjhao.",O005,Moderate right pleural effusion with compressive atelectasis.,medium
OPENI_0492,"Doctor, kyaa report me pneumonia ya infxn ka sign hai? Heart beat fast lag rahi hai, chest pressure bhi hai. jaldi batao.",O006,Dense right lower lobe consolidation with air bronchograms.,high
OPENI_0493,"Please explain: Doctor, right/left chest side me pani ya fluid hai kyaa? Cough fever ke symptoms bhi chal rahe hai.",O001,Right-sided pleural effusion is present. Heart size is within normal limits.,low
OPENI_0494,"Doctor, Kya rprt me pneumonia ya infection ka sign hai? Thoda simple samjhao.",O002,"Left lower lobe consolidation is noted, suspicious for pneumonia.",medium
OPENI_0495,"Doctor, Dil ka size bada dikh raha hai kya? Thoda simple samjhao.",O003,Mild cardiomegaly with pulmonary vascular congestion.,medium
OPENI_0496,repot me koi acute issue nahi hai kya? jaldi batao.,O004,No acute cardiopulmonary abnormality detected.,high
OPENI_0497,"Doctor, right/left chest side me pani ya fluid hai kya? Mujhe khansi aur bukhar bhi hai. Dil se related issue ka doubt bhi hai. Thoda simple samjhao.",O005,Moderate right pleural effusion with compressive atelectasis.,medium
OPENI_0498,"Doctor, kya report me pneumonia ya infection ka sign hai? Dil se related issue ka doubt bhi hai. Thoda simple samjhao.",O006,Dense right lower lobe consolidation with air bronchograms.,medium
OPENI_0499,"Doctor, Doctor, right/left chest side me pani ya fluid hai kyaa? Cough fever ke symptoms bhi chal rahe hai. Thoda simple samjhao.",O001,Right-sided pleural effusion is present. Heart size is within normal limits.,medium
OPENI_0500,ky report me pneumonia ya infection ka sign hai?,O002,"Left lower lobe consolidation is noted, suspicious for pneumonia.",low
OPENI_0501,"Doctor, Dil ka size bada dikh raha hai kya? Cough fever ke symptoms bhi chal rahe hai. Thoda simple samjhao.",O003,Mild cardiomegaly with pulmonary vascular congestion.,medium
