item_id,patient_question,answer_text,extractor_concepts,wrong_concepts,missed_concepts,appropriateness,_hidden_arm,_hidden_pair_id,_hidden_tertile
A054,"Hello doctor, Mere paas kuch samay pehle physical test aur blood works huye the. Maine apne doctor ko bataya tha ki mere right armpit ke niche ek ganth hai. Usne ise check kiya aur fir mujhe ultrascan aur needle biopsy ke liye bheja. Ek hafte baad doctor ne phone kiya aur kaha ki ye follicular lymphoma hai jo non-Hodgkin's lymphoma ka ek prakar hai aur iska ilaaj ho sakta hai. Please doctor, dekhiye is vartaman condition ko. Main do din mein PET aur CT scan karane jaa raha hoon. Oncologist ne mujhe examine kiya aur kaha ki gaal aur spleen me sujan nahi hai. Kripya batayein ki kya ye tarah ka lymphoma ilaaj ho sakta hai kyunki main maut se dar raha hoon.","Beta, tumhara haal dekhkar maine kuch samajh liya hai. Follicular lymphoma ek prakaar ka non-Hodgkin's lymphoma hai, aur iska ilaaj ho sakta hai. Lekin, tumhari PET aur CT scan ke results aane ke baad hi humein puri jaankari milegi. Oncologist ne bhi kaha hai ki tumhari gaal aur spleen mein sujan nahi hai, jo thoda chinta ka vishay hai. Lekin, tumhara ilaaj ho sakta hai, aur humein inhein control mein rakhne ke liye treatment kiya ja sakta hai.",malignancy,,,,zero_shot,P02869,low
A055," Kya candid ya candid b cream behtar hai? Asal mein, mein ek 31 saal ki shaadi shuda mahila hoon. Mere paas ek 3 mahine ka beta hai. Sir, mujhe ek skin infection ki samasya hai. Mere chehre par gol aur laal dairein hai jo khujli karti hai aur ye ek point se shuru hui thi aur ab poore chehre par fail gayi hai aur badhti ja rahi hai. Mein bahut sare skin specialist se mil chuki hoon lekin ye rukti nahi hai. Mujhe candid, candid b cream, lotion, fluconazole aur ranitidin capsules, sath hi skin light cream bhi prescribe ki hai. Kripya aap dekh lijiye is vartaman condition ko. Ab mai kya karun?","Arre, maine aapki clinical history padhi hai. Lekin, yeh case aapki nahi hai. Aapke paas gol aur laal dairein hain, jo khujli karti hain, aur yeh ek point se shuru hui thi aur ab poore chehre par fail gayi hai. Lekin, aapke paas itchy keratotic papules hain, jo torso aur limbs par hain, aur yeh 3 mahine se hain. 

Main aapki clinical history nahi dekh sakta, lekin aapke doctor ne aapko oral Doxycycline, NB-UVB phototherapy, fluconazole aur ranitidine capsules di hain. Lekin, aapke paas ARPC (Atopic Dermatitis-like Papular eruption with Collagen) ki samasya hai, jo Faver's diagnostic criteria ke anusaar diya gaya hai.","dermatitis, pruritus, rash",,,,grounded,P02544,medium
A056,"Namaste doctor, mera 8 mahine ka beta 2 mahine ke lagbhag se eczema se pareshan hai. Shayad ye allergies ki wajah se hai. Humne bahut kuch try kiya hai uski pareshani ka karan khojne ke liye, lekin ise lambe samay tak dur nahi kar paye. Mere pramukh chinta ka karan ye hai ki past few months se uski digestion me samasya hai. Wo bahut aasani se kabz ho jata hai aur use aise cheezein khani padti hai jisse wo uncomfortable na ho. Usne is tak sirf breastfeeding ki hai, lekin haal hi mein usne khud hi chhod diya hai. Wo solids bahut khata hai aur diluted juice peeta hai. Mai use dairy products nahi deti kyunki usko formula se pehle hi kharab reaction hua tha. Jab use yogurt try karwaya to uske honthon me sujan aayi. Kripya doctor, is vartaman sthiti ko dekhein. Wo sirf 13 pounds ka hai 8 mahine me, jo bahut kam hai. Wo achhe se khata hai, lekin phir bhi itna chhota hai. Wo crawling ya scooting nahi karta hai; wo akela baith sakta hai aur sabkuch dekhta hai. Wo aam se jyada sota hai. Wo jyadatar samay mai hi pakda jana chahta hai. Wo aapki baat sunta hai aur aapko dhyan se dekhta hai; wo cheezein pakad sakta hai aur use ek haath se dusre haath me le sakta hai. Wo apne pacifier ko khud hi muh me dal sakta hai aur use cheezein purposefully giraana pasand karta hai. Wo jyada babble nahi karta aur meri ummeed ke mutabik jyada khel bhi nahi sakta.","Beta, maine suna hai ki aapka beta 8 mahine ka hai aur usme eczema aur digestion ke samasya ho rahe hain. Ye sabhi symptoms ek dusre se judh sakte hain. Iske alawa, aapne kaha hai ki uska weight bhi kam hai, jo chinta ka karan hai. Main aapko kuchh cheezein batana chahta hoon. Pehle, aapko dairy products se bachna chahiye, jaise ki yogurt, kyonki usne reaction diya hai. Aapko iske alawa koi bhi dairy product nahi dena chahiye. Doosri cheez, aapko milk aur solid khilane chahiye, jisse uska weight badhega. Aapko uske liye ek pediatrician se baat karni chahiye, jisse ve uske liye ek diet plan bana sakte hain.",dermatitis,,,,zero_shot,P02592,high
A057,"Mujhe do hafte pehle bottom tooth nikalvane ka operation hua tha, kuch dino baad mujhe extraction site par infection ho gaya, mai dentist ke paas gaya, unhone area saaf kiya aur antibiotics extraction tooth me daale, usi raat area fir se dard karne laga, aur kuch dino baad meri jibh par chale ho gaye, bahut dard ho raha tha, khana nahi kha pa raha tha aur neend nahi aa rahi thi, maine doctors ko phone kiya aur agli din ka appointment liya, us bich mai clorcydle mouthwash use kiya. Doctors ne mujhe antibiotics diye aur kaha ki mai clorcydle mouthwash continue karta rahun. Ek hafte baad mere saare chale gayab ho gaye aur mera extraction tooth bahut behtar ho gaya. Maine notice kiya hai ki extraction tooth ke pass mere masudo aur hoth par white spot hai, jab maine use chua toh thoda dard hua. Aur mere bottom back tooth aur upper back tooth ko dabane par dard hota hai. Mujhe janna hai kya ye sab normal hai. Kripya doctor, neeche diye gaye image ko dekhein aur advise dein.","Arre bhai, maine dekha hai ki aapke bottom tooth ka root canal treatment hua tha, aur aapke paas kuch symptoms the, jaise ki infection, dard, aur jibh par chale. Doctor ne aapko antibiotics diye aur clorcydle mouthwash ka use karne ka advice diya. Ek hafte baad aapke symptoms chale gaye, aur aapke extraction tooth ka condition behtar ho gaya. Ab aapke paas white spot hain, aur dabane par dard hota hai. Ye sab normal hai, kyunki root canal treatment ke baad aapke tooth mein kuch time ke liye dard aur infection ho sakte hain. Lekin agar dard aur white spot abhi bhi ho rahe hain, to aapko doctor se phir se milna chahiye.",infection,,,,grounded,P00529,low
A058,"Mere 24 saal ke bete ke eyebrow ke neech ek ganth hai. Kripya dekhein patient ke aankhon ke image ko neeche. Ye 6 mahine se hai aur koi badlav nahi hua hai. Raat ko isne andar se fatne ka prateet hona shuru kiya aur uski chehre ki taraf sujan hai lekin ganth choti ho gayi hai. Kya hume chinta karne ki jarurat hai? Dard, laalima ya bukhar nahi hai. Dhanyavaad.","Beta, aapki baat suni. Aapke eyebrow ke neeche ek ganth hai, jiska aapne 6 mahine se darshana kiya hai. Aapke aankhon ke image mein koi badlav nahi hai, lekin aapne raat ko andar se fatne ka prateet hona aur chehre ki taraf sujan hone ka kaha hai. 

Chinta karne ki zarurat hai ya nahi, ismein kuch bhi nahi hai. Aapke aankhon ke examination mein koi dard, laalima ya bukhar nahi hai. Aapke clinical evidence mein koi suchna nahi hai jisse aapke ganth ke baare mein koi chinta ho.",(none),,,,grounded,P01435,high
A059,"Mere pati ko ek hafte se upper jaw pain (right side) ho raha hai aur uske chehre (upper lip, cheeks, chin) mein swelling 2 din se ho rahi hai. Please doctor, dekhein is vartaman condition ko. Aaj emergency room mein jaane par allergic reaction ke baare mein puchne par uska blood pressure 162 over 119 nikla. Mujhe chinta hai.","Arre, aapko chinta mat karein. Yeh symptoms bahut ghatiya hain. Upper jaw pain aur swelling chehre ke upar (upper lip, cheeks, chin) ke liye humein jaw pain aur cellulitis ya abscess ka dhyan dena hoga. Blood pressure ke high level ka matlab hai ki aapka pati high blood pressure se affected ho sakta hai. Hum is vartaman condition ko dekhne ke liye aapko doctor se milne ki zaroorat hai.","infection, inflammation, pain, swelling",,,,zero_shot,P00282,low
A060,"Mujhe do hafte pehle bottom tooth nikalvane ka operation hua tha, kuch dino baad mujhe extraction site par infection ho gaya, mai dentist ke paas gaya, unhone area saaf kiya aur antibiotics extraction tooth me daale, usi raat area fir se dard karne laga, aur kuch dino baad meri jibh par chale ho gaye, bahut dard ho raha tha, khana nahi kha pa raha tha aur neend nahi aa rahi thi, maine doctors ko phone kiya aur agli din ka appointment liya, us bich mai clorcydle mouthwash use kiya. Doctors ne mujhe antibiotics diye aur kaha ki mai clorcydle mouthwash continue karta rahun. Ek hafte baad mere saare chale gayab ho gaye aur mera extraction tooth bahut behtar ho gaya. Maine notice kiya hai ki extraction tooth ke pass mere masudo aur hoth par white spot hai, jab maine use chua toh thoda dard hua. Aur mere bottom back tooth aur upper back tooth ko dabane par dard hota hai. Mujhe janna hai kya ye sab normal hai. Kripya doctor, neeche diye gaye image ko dekhein aur advise dein.","Bhai, maine dekha hai ki aapke paas ek extraction operation hua tha, lekin infection ho gayi aur antibiotics diye gaye the. Ab aapke paas ek white spot hai extraction tooth ke pass aur hoth par, jo thoda dard karta hai jab aap use chuate hain. Ye white spot ek common side effect ho sakta hai extraction ke baad, lekin agar dard badh raha hai ya infection ho gayi hai, to aapko doctor se phir se milna chahiye.

Aapke bottom back tooth aur upper back tooth ko dabane par dard hone ka matlab hai ki aapke paas gum disease ho sakta hai ya extraction ke baad aapke paas koi dard ho sakta hai. Lekin agar aapko gum disease hai, to aapko doctor se milna chahiye aur gum treatment karwana chahiye.

Main aapko advise karta hoon ki aap apne doctor se phir se milte rahein aur unse puchte rahein ki aapke paas kya problem hai aur kya treatment karna chahiye.",infection,,,,zero_shot,P00529,low
A061,"Mujhe is weekend kuch had tak bhayankar hives huye aur honton, kaan aur aankh ke palkon ka sujana bhi hui, Dr ke paas gaya toh meri blood pressure 155/102 tha, unhone mujhe Metropolol lene ko kaha hai. Mujhe pehle bhi high blood pressure hai par sabse jyada kabhi 144/92 raha hai, lekin jab main sahi tarah se khana khane aur thoda vyayam karne pe dhyan deta hoon, toh yeh 120/81 tak aata hai. Kya ab mujhe abhi Metropolol lena chahiye ya fir wapas se healthy khana khane aur vyayam karne pe dhyan dekar apne aap ko line me laun. Metropolol ke bare me padha hai aur uske side effects mujhe high blood pressure se bhi jyada chintit kar rahe hain. Thanks.","Bhai, main samajh sakta hoon ki aapko Metropolol lena pasand nahi hai. High blood pressure ke liye medicine lena zaroori ho sakta hai, lekin aapko apne doctor se phir se baat karni chahiye. Aap apne aap ko healthy khana khane aur vyayam karne pe dhyan dene se pehle hi blood pressure control kar sakte hain. Iske liye aapko apne diet mein changes karna hoga aur regular exercise karna hoga.",(none),,,,zero_shot,P01926,medium
A062,Mere left diaphragm par ande ke size ka ek gaanth hai. Tech jo xray kiya tha usne kaha ki ye gaanth mere dil aur phuphse ke beech mein hai. Iske aas paas aur neeche dard aur jalan hai. Ab mujhe apne left side ya pet par sona nahi hota. Mujhe apne gardan aur collar bone mein kuch lymph node sujan bhi hai.Doctor please patient ki image neeche dekhiye jisme mere gardan mein kuch issue aata hai jo aata jaata rehta hai.,"Arre bhai, maine dekha hai ki tumhare left mandibular molar area mein dard aur jalan hai. Iske alawa, tumhare pet par bhi dard aur jalan hai, aur tumhare left side par sona nahi hota. Tumhare neck aur collar bone mein bhi lymph node sujan hai. 

Maine dekha hai ki tumhare orthopantomography mein ill-defined, irregular bony destruction diya hai, jo tumhare left mandible mein hai. Aur tumhare CT scan mein bhi bone-destroying lesion diya hai, jo tumhare left alveolar ridge mein hai. Iske alawa, tumhare 3D-CT scan mein destruction of cortical bone diya hai, jo tumhare left mandible mein hai.

Maine tumhare symptoms aur imaging results ke anusaar osteomyelitis of the mandible ka suspicion kiya hai. Iske liye, maine clyndamycin diya hai. Ab tumhare kuchh hematological examination ke results mein reduction diya hai, jo white blood cell count, red blood cell count, hemoglobin aur hematocrit mein hai.","erythema, lesion, lymphadenopathy",,,,grounded,P01559,medium
A063,"Meri lower legs par horrible red raised flaky itchy rash shuru hui, jisse hive like rash on my thighs par progress hua, phir hives ne upper arms, back and forearms tak spread kiya. Sabko bahut khujli ","Aapki symptoms ko dekhkar, mujhe lagta hai ki aapki bimari chikungunya fever ki wajah se ho sakti hai, jaise ki clinical evidence mein bataya gaya hai. Lekin, aapke symptoms mein kuchh alag baat hai, jaise ki aapke face par inflammation aur hives. Hum yeh confirm nahi kar sakte ki aapki bimari chikungunya hai ya nahi, kyunki aapke test results aur symptoms puri tarah se match nahi kar rahe hain. Aapko apne doctor se milna chahiye aur apne symptoms ke baare mein aur discuss karna chahiye.",fever,,,,grounded,P02314,low
A064,"Mera ek hafta se benzoyl peroxide istemal kar raha hoon, meri skin oily se bahut dry ho gayi hai. Mere honthon ke neeche bahut dry aur patchy hai, aur naak ke kinare bhi. Iska reason benzoyl peroxide ya phir kyunki bahar thand ho rahi hai?","Bilkul, benzoyl peroxide ka istemaal karne se skin dry ho sakti hai. Iska reason yeh hai ki yeh ingredient skin ke sebum ko kam karne ke liye kaam karta hai, lekin yeh skin ke natural moisturizing layer ko bhi kam kar sakta hai. Thand hone se bhi skin dry ho sakti hai, lekin benzoyl peroxide ka istemaal karne se aapke case mein yeh dryness aur patchiness ho rahi hai. Main aapko moisturizer ka istemaal karne ki suggestion dega.",(none),,,,zero_shot,P01837,medium
A065,"Mujhe lagatar sir dard hota hai, main bahut garam aur pareshan ho jata hoon aur mujhe dhyan dena mushkil lagta hai. Meri aankhein bhi dard karti hain. Please doctor, dekhiye yahaan tak ki aankhein. Jab main screens jaise teles aur computers dekhta hoon, tab main bahut thak jata hoon. Ye jab mujhe glandular fever ho gaya tha. Kya aapko lagta hai ki ismein kuch serious ho sakta hai?","Bhai, aapke symptoms bahut hi ghatiya hain. Aapke sir dard, garami aur dhyan dena mushkil lagana, yeh sab symptoms migrane ki shikayat kar sakte hain. Aapki aankhein dard karti hain, yeh aankhon ki tension ya binocular vision disorder ka karan ho sakta hai. Aur aapko screens dekhte samay thakna, yeh aapke netra par padhne ki duty ka karan ho sakta hai. Main aapko ek ophthalmologist (aankhon ka doctor) ke paas le jana chahunga, woh aapke symptoms ka theek se treatment kar sakte hain.",(none),,,,zero_shot,P00935,high
A066,"Mujhe 38 saal ki umar hai. Mere pas hep c genotype3a hai. Liver enzymes elevated hai. Bilirubin, albumin aur INR normal hai. USG mildly coarse liver suggest karta hai. Maine peg ifn n ribavarin ka six months course liya. Viral load 4 weeks ke baad five logs decrease hua hai lekin treatment ka end hone par wo negative nahi hai. Ab treatment khatam hone ke do mahine baad mujhe pedal ho rahi hai. Please doctor, dekhiye is halat ko. Kripya suggest karen.","Arre beta, maine aapki symptoms aur clinical evidence dekhi hai. Aapke paas 38 saal ki umar hai aur aapke paas hep C genotype 3a hai. Aapne treatment kiya tha, lekin viral load negative nahi ho gaya hai. Ab aapko pedal ho rahi hai. 

Main aapko yeh batana chahta hoon ki aapke paas ek such situation hai jismein aapke liver enzymes elevated hain aur aapke liver mildly coarse hai. 

Lekin main aapko yeh bhi batana chahta hoon ki aapke paas cardiac symptoms hain, jaise ki exertional dyspnea, aur aapke paas cardiac enzymes negative hain. BNP level 843 hai, jo high hai. D-dimer bhi elevated hai. 

Main aapko yeh batana chahta hoon ki aapke paas myocarditis ka koi clinical evidence hai, jaise ki CMR ki report mein top normal left ventricular size, mildly dilated, LVEF 27%, aur severe regional wall dysfunction hai. 

Main aapko yeh batana chahta hoon ki aapko ek cardiac specialist se milna chahiye, jisse aapke symptoms aur clinical evidence ke anusaar aapke paas kya problem hai, uska diagnosis ki",(none),,,,grounded,P01202,low
A067,"Maine teen doctor ko dekha hai kyunki mere haathon aur bahari kalai par yeh khujli hai. Mere haath par eczema ka medical history hai aur maine do round of IM 125 Medrol liye hain, rash bahut improve hua hai aur Monday se itching nahi hui hai. Mere kalai par jo rash hai wo skin colored hai aur unki shape connect circular nahi hai. Mujhe do weeks pehle scabies se expose hua tha, kya ye scabies ho sakti hai? Kya ye Medrol se improve hogi? Aur mere poore sharir mein itching hai, kya ye Medrol ka side effect hai? Main Medrol dose pack mein bhi hoon. Neeche image attach ki gayi hai.","Beta, maine dekha hai ki aapke haath aur bahari kalai par khujli hai. Aapke lab test mein low positive anti-MDA5 antibodies ki report aayi hai, jo DM ke liye ek indicator hai. Aapke symptoms aur lab test ke anusaar, yeh sambhav hai ki aapko DM ho. Lekin, ismein scabies ka bhi koi chance hai. 

Aapke rash ko dekhte hue, yeh skin-colored circular shape ka hai, jo scabies ke symptoms se match karta hai. Lekin, yeh bhi sambhav hai ki yeh DM ke symptoms ho. 

Medrol se aapka rash improve ho gaya hai, lekin yeh DM ke symptoms ko control karne ke liye upyogi hai. Lekin, Medrol ka side effect itching ho sakta hai. Aapke poore sharir mein itching hai, ismein Medrol ka side effect ho sakta hai.","pruritus, rash",,,,grounded,P02331,low
A068,"HI, Mera naam lisa hai, kuch saalo se mujhe baar-baar wahi rash right breast par ho raha hai, aur ye saal me 3 baar wapas aata hai. Mera doctor kehta hai ki ye fungal skin ki problem hai, lekin ye bahut itching aur redness ho rahi hai. Ye right breast par hai. Mujhe madad chahiye, har saal mujhe ye hota hai. Uska image attached hai neeche.","Arre Lisa ji, main aapki madad karne ke liye yahaan hoon. Aapke rash ki description sunke, main aapko kuchh cheezein puchna chahta hoon. Aapke rash ki itching aur redness bahut ho rahi hai, isme se lagta hai ki yeh fungal infection nahin hai. Kya aapko koi aur symptoms bhi hain, jaise ki fever, pain ya discharge?","erythema, fever, pain, pruritus, rash",,,,zero_shot,P02255,medium
A069,"Mera father ne apne upper 2 molars teeth ko last December nikalwaya tha.Uske baad usko dry mouth, fatigue, normal to high body temperature changes during the day and haath aur pair me sujan hone lagi.Please dekhiye andar hua hai foot par. Uska blood sugar normal hai without diabetes aur kai blood test clear hai.","Beta, aapka pita ka case bahut hi kam jankari ke sath hai. Main aapko kuchh baatein bata sakta hoon. Pita ka dry mouth, fatigue, body temperature changes aur sujan hone ka shuru hua hai, lekin yeh symptoms aapke case ke sath koi connection nahin dikhate. Aapka pita ka blood sugar normal hai aur kai blood test clear hai, toh diabetes ya koi anya metabolic disorder ka khatra nahin hai.",(none),,,,grounded,P00328,low
A070,"Hello doctor,Main ek 25 saal ki mahila hoon. Mere paas neeche diye gaye symptoms hai:Kaafi saalon se sinus congestion hai. Main Fluticasone Propionate le rahi hoon iske liye (do sprays, do baar roz), ek saal se aadha, tonsilolliths hai jo 1-2 mm ke size ke hai, ek saal se constant sore throat hai (dry hai, sujan wala lagta hai aur nigalna mushkil hai) chaar se panch mahine se, kaan dard hai (khaas karke mere left ear mein) chaar se panch mahine se, bad breath hai ek se do saal se. Ye kharab ho raha hai, lekin main regular brush aur floss karti hoon. Kripya dekhein is vartaman condition ko. Main har chheh mahine dentist se consultation karti hoon, aur problem solve karne ke liye mouth wash try kiya hai, lekin samasya mere gale ke peeche se lag rahi hai aur nahi solve ho pa rahi hai. Ek mahine pehle maine apne symptoms ke baare mein doctor se consult kiya tha aur unhone mujhe Omeprazole 40 mg diya tha nausea aur heartburn ke liye. Unhone bataya ki mujhe eustachian tube dysfunction hai, jo mere sinus problem se mil kar kaan dard ka karan ban sakta hai. Unhone Fluticasone Propionate do sprays do baar roz prescribe kiya tha. Mere sore throat aur kaan dard abhi tak gayab nahi hue hai, mujhe pata chala ki doctor ne mera gale ka check up nahi kiya. Kya aap please meri tonsils ki picture review karke mujhe is discomfort ka karan batayenge?","Arre beta, maine suna ki aapke paas sinus congestion, sore throat, tonsiloliths, aur kan dard hai. Lekin aapke symptoms aur mera case bahut alag hai. Aapke paas dysphagia, odynophagia, aur kan dard hai, lekin aapke symptoms bahut different hai. Main aapke tonsiloliths ki picture review kar sakta hoon, lekin ismein koi specific information nahin di gayi hai. Main aapko kuchh predict nahin kar sakta hoon. Aapko phir se ek baar doctor se consult karna chahiye.",(none),,,,grounded,P02632,low
A071,"Mere tonsils ke taraf yellow spots hain. Meri gale laal hai aur nigalne mein dard hota hai. Please doctor, neeche image dekhe jisse affected area hai.Advil pain ko mostly kam kar deta hai, but mere paas kabhi strep nahi hua hai, aur ulcers mostly mere uvula par hai.Mujhe koi fever nahi hai. Maine inhaler use kiya hai, but mai apna mouth rinse karti hoon aur mujhe kabhi thrush nahi hua hai. Mai kal PACU mein kaam kar rahi hoon aur kisi ko bhi infect nahi karna chahti. Mujhe kuch hafto se sardi hai aur mene months pehle flu shot bhi liya tha. Mujhe antibiotics nahi chahiye aur main iska wait karne ke liye khush hoon, jaise ki jyadatar nurses ko jaane ka time nahi hota hai unless absolutely necessary.","Bhai, tumhare symptoms aur description se, maine tumhari condition ke bare mein socha hai. Tumhare gale laal hain aur nigalne mein dard hota hai, lekin tumhare lab test normal hain. Tumhare tonsils ke taraf yellow spots hain, lekin ye strep nahi hain. Tumhare symptoms similar hain jaise woh patient jo Shahid Beheshti Maxillofacial Pathology Department mein aaya tha. Unke case mein bhi inflammatory and reactive hyperplastic lesions the, lekin unke lab test bhi normal the. Unka histopathologic examination karne ke baad, unka diagnosis granulocytic sarcoma diya gaya tha.","inflammation, lesion, malignancy",,,,grounded,P00787,medium
A072,"Maine haal hi mein apne masudon mein ek chhed bhi notice kiya hai. Yah mere neeche ke daanton ke niche hai, seedhe jaw ke upar. Jab main apni gaal ke bahar dabaav dalta hoon, thoda bhi, toh mujhe dard hota hai. Yah constant roop se dard karti hai, lekin agar main aisa kuch karta hoon ya kuch khaata hoon toh dard aur bhi zyada hota hai. Mere jaw aur gaal kuch hafto se dard kar rahe hain, lekin last couple of days mein yeh karib unbearable ho gaya hai. Aur mere gardan bhi sujan si mehsoos ho rahi hai, jaw ke niche. Ismein kuch kadakpan mehsoos hoti hai. Sirf kuch ghante pehle maine apne munh mein andar dekha, jahan maine masudon mein chhed dikhaya. Shayad chhed sahi shabd nahi hai. Tear, ho sakta hai. Ek gehra, elliptical tear. Yah clean dikhti hai, ek tarah se. Yah khoon nahi beh rahi hai, uski edges perfectly smooth dikhti hain. Kripya dekhein affected area ka image doctor sahab neeche.","Bhai, aapki baat suni. Aapke jaw ke niche dard aur sujan kaafi ghatiya hai. Main aapko kuch cheezein batana chahta hoon. Aapke description se lagta hai ki aapke jaw ke niche ek chhed ho sakta hai, jisse dard aur sujan ho rahi hai. Ismein kuch kadakpan aur sujan kaafi ghatiya hai. Main aapko ek doctor se milne ke liye kahaunga, jisse vah aapke masudon ka check-up kar sake aur aapko sahi treatment di ja sake.",(none),,,,zero_shot,P00649,high
A073,"Hello doctor, Mere paas kuch samay pehle physical test aur blood works huye the. Maine apne doctor ko bataya tha ki mere right armpit ke niche ek ganth hai. Usne ise check kiya aur fir mujhe ultrascan aur needle biopsy ke liye bheja. Ek hafte baad doctor ne phone kiya aur kaha ki ye follicular lymphoma hai jo non-Hodgkin's lymphoma ka ek prakar hai aur iska ilaaj ho sakta hai. Please doctor, dekhiye is vartaman condition ko. Main do din mein PET aur CT scan karane jaa raha hoon. Oncologist ne mujhe examine kiya aur kaha ki gaal aur spleen me sujan nahi hai. Kripya batayein ki kya ye tarah ka lymphoma ilaaj ho sakta hai kyunki main maut se dar raha hoon.","Arre bhai, main tumhein yeh batata hoon ki tumhare paas ek pseudoaneurysm hai, jo ek prakaar ka sangam hai jismein blood kee vahaktaa khulee hui hai. Yeh sangam tumhare haathon kee ulnar artery se juda hua hai. Iske liye tumhein ultrasound guided percutaneous thrombin injection kiya gaya hai, jisse sangam pura clotted ho gaya hai. Ab tumhare haaton mein swelling kam ho gaya hai aur finger vahaktaa theek se ho gayi hai.",swelling,,,,grounded,P02869,low
A074,"Hello doctor,Main ek 25 saal ki mahila hoon. Mere paas neeche diye gaye symptoms hai:Kaafi saalon se sinus congestion hai. Main Fluticasone Propionate le rahi hoon iske liye (do sprays, do baar roz), ek saal se aadha, tonsilolliths hai jo 1-2 mm ke size ke hai, ek saal se constant sore throat hai (dry hai, sujan wala lagta hai aur nigalna mushkil hai) chaar se panch mahine se, kaan dard hai (khaas karke mere left ear mein) chaar se panch mahine se, bad breath hai ek se do saal se. Ye kharab ho raha hai, lekin main regular brush aur floss karti hoon. Kripya dekhein is vartaman condition ko. Main har chheh mahine dentist se consultation karti hoon, aur problem solve karne ke liye mouth wash try kiya hai, lekin samasya mere gale ke peeche se lag rahi hai aur nahi solve ho pa rahi hai. Ek mahine pehle maine apne symptoms ke baare mein doctor se consult kiya tha aur unhone mujhe Omeprazole 40 mg diya tha nausea aur heartburn ke liye. Unhone bataya ki mujhe eustachian tube dysfunction hai, jo mere sinus problem se mil kar kaan dard ka karan ban sakta hai. Unhone Fluticasone Propionate do sprays do baar roz prescribe kiya tha. Mere sore throat aur kaan dard abhi tak gayab nahi hue hai, mujhe pata chala ki doctor ne mera gale ka check up nahi kiya. Kya aap please meri tonsils ki picture review karke mujhe is discomfort ka karan batayenge?","Arre, beta, main tumhare symptoms ko dekhta hoon. Tumhare tonsiloliths ka size 1-2 mm hai, jo thoda bada hai. Yeh ho sakta hai ki yeh tumhare sinus congestion aur sore throat ke liye ek karan ho. Lekin, tumhare symptoms ka karan ek hi cheez nahi ho sakta. Main tumhe ek ENT specialist ke paas bhejne ki salah deta hoon, jinhone tumhare gale ka check-up kiya ho. Unhone tumhare eustachian tube dysfunction ka diagnosis kiya tha, jo tumhare kaan dard ke liye ek karan ho sakta hai. Ab, tumhare tonsiloliths ka karan bhi pata karna hoga. Main tumhe ek ENT specialist ke paas bhejne ki salah deta hoon.",(none),,,,zero_shot,P02632,low
A075,"Namaste Doctor, meri 19 mahine ki beti aj subah ek tarah ka honth sujha hua hokar uthi hai, sujan gaal par aur ek taraf ke lower lip par dikhai deti hai. Kripya doctor is vartaman condition ko dekhein. Woh dard me nahi lag rahi hai, lekin woh apne normal hyper self hai. Kya mujhe panic karne ka koi reason hai?","Namaste beta, aapki baat suni. Yeh sujha hua honth aur sujan gaal ka koi bada khauf nahi hai. Yeh cheez kuchh virus ya allergy ka effect ho sakta hai. Aapko thoda paani peene ka koi problem nahi hai, aur aapko koi dard nahi lag raha hai, to ismein koi bada khauf nahi hai. Hum aapki chehre ki jaanch karne ke liye ek doctor ko bulayenge.","allergy, viral",,,,zero_shot,P00272,high
A076," Kya candid ya candid b cream behtar hai? Asal mein, mein ek 31 saal ki shaadi shuda mahila hoon. Mere paas ek 3 mahine ka beta hai. Sir, mujhe ek skin infection ki samasya hai. Mere chehre par gol aur laal dairein hai jo khujli karti hai aur ye ek point se shuru hui thi aur ab poore chehre par fail gayi hai aur badhti ja rahi hai. Mein bahut sare skin specialist se mil chuki hoon lekin ye rukti nahi hai. Mujhe candid, candid b cream, lotion, fluconazole aur ranitidin capsules, sath hi skin light cream bhi prescribe ki hai. Kripya aap dekh lijiye is vartaman condition ko. Ab mai kya karun?","Bilkul, main aapki samasya dekh raha hoon. Ye lagta hai ki aapko ek viral ya bacterial infection hai, jo candida infection ke karan bhi ho sakta hai. Lekin aapke symptoms, jaise ki gol aur laal dairein, khujli, aur ye poore chehre par fail karne ki wajah se, ye sambhav hai ki aapko ek viral infection, jaise ki herpes simplex, ho sakta hai. Main aapko kahaunga ki aapko apne doctor se phir se milna chahiye aur unhe aapke symptoms aur treatment ke baare mein pata karna chahiye.","bacterial, fungal, infection, viral",,,,zero_shot,P02544,medium
